"X","Y","LSOA2011"
571985.619,209332.125,"E01021617"
602390.285,225401.128,"E01021696"
517275.579,302125.776,"E01015676"
580263.016,197836.574,"E01021614"
600809.276,219082.753,"E01021695"
517838.788,301763.811,"E01015677"
580528.173,197178.41,"E01021615"
601201.537,217808.073,"E01021694"
517515.032,302544.029,"E01015674"
580963.303,197767.666,"E01021612"
597202.362,224263.203,"E01021693"
518056.537,302117.638,"E01015675"
581030.363,197231.174,"E01021613"
597012.33,223693.166,"E01021692"
581542.779,197003.028,"E01021610"
596530.945,224092.312,"E01021691"
521588.211,296593.095,"E01015673"
580940.311,198129.346,"E01021611"
596522.175,223565.922,"E01021690"
521003.335,296412.739,"E01015670"
520773.757,295992.309,"E01015671"
572934.401,208938.204,"E01021618"
601803.443,225309.706,"E01021699"
572524.747,209139.654,"E01021619"
602699.229,225241.402,"E01021698"
516977.772,304281.224,"E01015678"
516321.087,303938.875,"E01015679"
502403.661,220549.139,"E01017626"
502823.281,220610.901,"E01017624"
501965.056,220795.777,"E01017625"
500986.67,228197.862,"E01017622"
502230.361,221271.064,"E01017623"
501076.236,228493.503,"E01017620"
500609.036,228607.636,"E01017621"
526716.383,255884.123,"E01018136"
521977.526,266227.534,"E01018137"
524760.91,269642.727,"E01018134"
520313.122,260921.818,"E01018135"
524550.483,270452.937,"E01018132"
525031.074,270048.323,"E01018133"
532156.971,268515.695,"E01018130"
525160.377,270414.811,"E01018131"
524159.566,271959.087,"E01018138"
525043.751,273582.959,"E01018139"
614604.901,251480.14,"E01030046"
613026.029,250204.197,"E01030047"
613431.169,249806.588,"E01030045"
611900.958,250651.399,"E01030043"
598975.901,268960.257,"E01030040"
607882.028,249818.345,"E01030041"
617180.148,263124.148,"E01030048"
596185.514,265523.421,"E01030049"
616510.533,213853.652,"E01022036"
616958.153,214304.506,"E01022037"
619489.075,216080.939,"E01022034"
619984.751,216429.741,"E01022035"
616138.507,215087.013,"E01022032"
619636.853,216761.04,"E01022033"
615636.743,215812.45,"E01022030"
615852.822,215522.517,"E01022031"
616678.863,214638.848,"E01022038"
617546.362,217616.961,"E01022039"
545013.921,267227.917,"E01018236"
541206.746,264494.781,"E01018237"
545149.597,267634.472,"E01018234"
544733.161,267408.558,"E01018235"
538523.965,256424.22,"E01018232"
545017.643,268230.724,"E01018233"
535190.838,258380.879,"E01018231"
548254.887,245050.696,"E01018238"
547876.287,246186.55,"E01018239"
580648.992,190216.056,"E01021966"
606693.896,221532.116,"E01021967"
580423.069,190986.76,"E01021964"
581202.375,189872.407,"E01021965"
581028.145,190839.035,"E01021962"
580027.004,190157.862,"E01021963"
581611.485,191401.67,"E01021960"
580980.668,191549.878,"E01021961"
616912.456,215271.103,"E01021968"
616432.866,215382.464,"E01021969"
524263.84,212145.432,"E01023956"
524638.944,212075.334,"E01023957"
524087.907,212326.233,"E01023954"
525048.622,212035.102,"E01023955"
526167.746,212573.691,"E01023952"
526363.376,212382.516,"E01023953"
526762.057,212919.744,"E01023950"
526090.303,212984.561,"E01023951"
524953.224,212539.651,"E01023958"
523730.779,213653.965,"E01023959"
597292.662,234582.739,"E01029906"
614592.284,243539.085,"E01029987"
593655.626,251825.428,"E01029907"
614602.169,243771.904,"E01029986"
609178.758,238211.86,"E01029904"
615298.785,244022.434,"E01029985"
604679.184,234572.876,"E01029905"
614355.842,244236.173,"E01029984"
602312.899,239489.304,"E01029902"
618387.831,242665.506,"E01029983"
609398.749,238390.259,"E01029903"
618121.709,241809.419,"E01029982"
586748.868,245836.329,"E01029900"
618516.622,241704.823,"E01029981"
586256.324,245188.75,"E01029901"
617631.56,242330.118,"E01029980"
561509.935,178071.084,"E01015956"
561404.519,179369.678,"E01015957"
614015.664,241836.169,"E01029908"
561586.002,177548.102,"E01015954"
615445.902,244650.244,"E01029988"
560766.768,178365.646,"E01015955"
587996.878,309352.94,"E01026446"
561889.251,177524.316,"E01015952"
604215.602,295428.729,"E01026447"
561038.678,177689.274,"E01015953"
576812.293,301959.339,"E01026444"
567148.523,179342.954,"E01015950"
577096.243,312374.558,"E01026445"
560539.915,177791.88,"E01015951"
591606.339,323409.924,"E01026442"
588396.102,316533.596,"E01026443"
595362.875,285855.844,"E01026440"
600007.109,283063.985,"E01026441"
561313.714,179072.114,"E01015958"
546066.048,257554.47,"E01017987"
561658.004,178446.007,"E01015959"
544028.34,257985.843,"E01017986"
544313.345,257527.348,"E01017985"
605807.988,295797.635,"E01026448"
545706.388,258637.958,"E01017983"
604941.743,295478.468,"E01026449"
546350.166,258517.347,"E01017989"
545979.623,257906.595,"E01017988"
547052.95,211597.076,"E01021856"
548115.259,211235.322,"E01021857"
547495.831,212324.164,"E01021854"
547473.663,211712.633,"E01021855"
545652.916,209920.653,"E01021852"
545416.71,210744.674,"E01021853"
545671.959,210368.083,"E01021850"
544927.4,210311.549,"E01021851"
545330.017,207747.406,"E01021858"
511315.22,192242.311,"E01023806"
509408.603,197974.713,"E01023887"
544738.759,207960.047,"E01021859"
509735.249,203741.649,"E01023807"
509403.131,196332.511,"E01023886"
509709.023,202159.975,"E01023804"
511534.413,194976.657,"E01023885"
511902.899,192491.576,"E01023805"
512179.248,195268.182,"E01023884"
509573.112,201779.771,"E01023802"
510988.485,195012.57,"E01023883"
508790.959,201703.066,"E01023803"
512057.262,194834.447,"E01023882"
522974.03,226356.977,"E01023800"
509130.583,199143.767,"E01023881"
525175.081,227208.254,"E01023801"
510604.789,197392.384,"E01023880"
507786.054,202851.527,"E01023808"
509743.156,197392.935,"E01023889"
512281.626,192923.63,"E01023809"
510081.696,196549.374,"E01023888"
512378.749,222869.261,"E01015806"
590142.141,186734.786,"E01015887"
511035.207,222961.734,"E01015807"
590148.664,187013.693,"E01015886"
505366.999,225257.946,"E01015804"
591888.921,186027.776,"E01015885"
505674.166,225683.236,"E01015805"
589992.242,186006.91,"E01015884"
506034.65,225197.049,"E01015802"
591251.488,186097.502,"E01015883"
621118.807,342078.155,"E01026736"
505380.844,225991.974,"E01015803"
593290.358,185848.893,"E01015882"
619364.133,332290.753,"E01026737"
511082.779,223722.248,"E01015800"
594166.899,185977.474,"E01015881"
621633.033,342230.038,"E01026734"
505733.943,224994.841,"E01015801"
593612.295,185940.393,"E01015880"
621954.505,341966.961,"E01026735"
616116.422,338439.942,"E01026732"
611458.382,334485.268,"E01026733"
606027.977,332623.357,"E01026730"
616912.555,342396.859,"E01026731"
512367.591,222480.261,"E01015808"
590708.648,185098.421,"E01015889"
511798.053,222879.354,"E01015809"
590684.104,186547.866,"E01015888"
628582.251,334695.361,"E01026738"
603271.577,341083.844,"E01026739"
562720.845,222561.902,"E01033056"
594882.418,197083.598,"E01033057"
562148.123,222265.549,"E01033054"
561925.05,222289.14,"E01033055"
567755.858,220608.911,"E01033052"
566341.879,220720.515,"E01033053"
587707.613,264259.491,"E01033050"
623585.408,230860.823,"E01033051"
521054.87,208525.8,"E01033308"
575872.963,224983.161,"E01021356"
575840.562,223914.263,"E01021357"
575466.375,224822.688,"E01021354"
575984.519,225784.275,"E01021355"
577332.56,223706.051,"E01021352"
576857.131,223704.806,"E01021353"
576288.821,223740.13,"E01021350"
577730.641,223824.965,"E01021351"
575200.279,223469.355,"E01021358"
575544.383,224296.909,"E01021359"
536292.692,203900.379,"E01023306"
506305.349,206442.131,"E01023387"
532837.62,204458.715,"E01023307"
506066.774,206032.708,"E01023386"
503628.342,207413.728,"E01023385"
535850.347,203669.599,"E01023305"
503758.596,206708.966,"E01023384"
536057.401,203284.069,"E01023302"
503314.385,206744.99,"E01023383"
535661.876,203160.901,"E01023303"
504826.536,206630.837,"E01023382"
536200.447,201879.029,"E01023300"
504341.605,206885.203,"E01023381"
535810.588,202673.725,"E01023301"
504771.347,207188.536,"E01023380"
533680.949,204150.269,"E01023308"
506409.598,205815.693,"E01023389"
534323.448,203840.627,"E01023309"
505814.726,206279.996,"E01023388"
569257.784,188476.165,"E01021287"
568237.763,188417.454,"E01021286"
566920.792,188226.275,"E01021285"
566645.814,187673.935,"E01021284"
568123.879,187624.434,"E01021283"
567857.654,187527.611,"E01021282"
567636.6,188007.171,"E01021281"
566950.148,187965.802,"E01021280"
568577.664,189024.925,"E01021289"
568660.858,188302.037,"E01021288"
572439.8,204550.62,"E01021566"
572427.835,205587.576,"E01021564"
572204.418,204810.548,"E01021565"
572998.752,204396.882,"E01021562"
571920.31,205776.633,"E01021563"
572887.081,205188.344,"E01021560"
573587.313,205024.938,"E01021561"
577982.133,207265.894,"E01021568"
577583.158,205093.052,"E01021569"
514401.366,195237.397,"E01023556"
513965.36,195141.735,"E01023557"
511978.221,196494.615,"E01023554"
513058.036,197502.174,"E01023555"
512372.199,197456.709,"E01023552"
512176.696,196121.204,"E01023553"
514461.134,194114.138,"E01023550"
515137.929,194913.002,"E01023551"
513867.319,194571.385,"E01023558"
512388.441,195701.824,"E01023559"
504043.436,248192.505,"E01017506"
501887.755,216927.752,"E01017587"
504013.159,247766.049,"E01017507"
503224.9,217957.117,"E01017586"
495176.036,256951.516,"E01017504"
503566.605,222780.995,"E01017585"
503196.055,247549.881,"E01017505"
503136.71,222396.498,"E01017584"
504734.241,250370.502,"E01017502"
503961.018,222340.073,"E01017583"
495490.608,264316.645,"E01017503"
503531.18,222313.45,"E01017582"
504428.664,250550.83,"E01017500"
502137.901,223727.82,"E01017581"
504191.605,250265.194,"E01017501"
502946.916,223917.509,"E01017580"
503626.629,247880.265,"E01017508"
491260.939,225092.137,"E01017589"
502997.106,248279.463,"E01017509"
498777.351,221492.973,"E01017588"
561668.244,193790.404,"E01021456"
564623.569,199789.096,"E01021457"
561721.595,193454.036,"E01021454"
561570.332,194473.167,"E01021455"
562607.696,195906.825,"E01021452"
562207.029,195432.64,"E01021453"
563192.187,195298.422,"E01021450"
562708.268,195594.752,"E01021451"
565072.973,199571.548,"E01021458"
564429.552,199058.693,"E01021459"
507381.465,202533.824,"E01023406"
531037.404,213171.006,"E01023487"
506668.261,203929.633,"E01023407"
528976.283,211082.678,"E01023486"
504556.342,249633.016,"E01017466"
505723.453,208331.287,"E01023404"
530957.125,216322.142,"E01023485"
505867.608,249945.39,"E01017467"
506117.258,208485.608,"E01023405"
534675.436,213194.685,"E01023484"
499393.862,256695.292,"E01017464"
506545.184,208665.922,"E01023402"
533930.875,212995.981,"E01023483"
495746.269,255346.622,"E01017465"
506666.932,208346.492,"E01023403"
534480.756,212787.085,"E01023482"
500500.442,250735.478,"E01017462"
505666.797,207429.207,"E01023400"
535214.773,210698.507,"E01023481"
500719.742,251412.898,"E01017463"
506070.794,207892.614,"E01023401"
535120.141,211398.984,"E01023480"
502498.234,250316.266,"E01017460"
501905.202,249342.837,"E01017461"
506838.512,202814.592,"E01023408"
531041.674,212709.901,"E01023489"
508331.639,207075.246,"E01023409"
530714.985,213446.645,"E01023488"
506151.618,249835.986,"E01017468"
505422.115,249843.707,"E01017469"
623039.364,309534.89,"E01026826"
622043.645,309327.561,"E01026827"
622193.455,308903.014,"E01026824"
621767.768,309567.493,"E01026825"
622762.961,308431.959,"E01026822"
622903.765,309002.033,"E01026823"
622457.37,306281.954,"E01026820"
622443.792,305689.233,"E01026821"
621471.402,310378.737,"E01026828"
526013.216,221838.305,"E01023766"
526681.379,225184.4,"E01023767"
526207.253,221271.962,"E01023764"
525944.376,222348.599,"E01023765"
525654.092,224901.149,"E01023762"
526450.631,221479.085,"E01023763"
526410.646,224373.723,"E01023760"
525928.227,224373.961,"E01023761"
526640.158,225837.497,"E01023768"
525715.992,225429.658,"E01023769"
601274.148,225284.639,"E01021706"
542694.356,197129.913,"E01021787"
601909.965,226306.849,"E01021707"
543127.214,197118.635,"E01021786"
507519.242,224163.197,"E01015766"
601360.881,225745.136,"E01021704"
506979.297,224052.096,"E01015767"
602905.66,225725.402,"E01021705"
506921.963,224576.313,"E01015764"
600907.709,226038.547,"E01021702"
542862.627,195453.895,"E01021783"
506478.57,224229.304,"E01015765"
601268.67,226090.941,"E01021703"
541925.297,195651.278,"E01021782"
504623.599,222825.674,"E01015762"
602311.532,224915.753,"E01021700"
541994.663,196151.433,"E01021781"
504226.786,222951.42,"E01015763"
541671.961,195266.654,"E01021780"
504124.333,223412.088,"E01015760"
503633.1,223252.979,"E01015761"
602292.238,226633.725,"E01021708"
542810.914,196432.93,"E01021789"
601569.212,226692.423,"E01021709"
543274.507,197639.22,"E01021788"
507336.187,224788.371,"E01015768"
506745.348,225101.398,"E01015769"
601032.015,223403.999,"E01021666"
601663.325,222770.155,"E01021667"
601332.869,223801.204,"E01021664"
600562.135,223550.922,"E01021665"
589661.425,228517.332,"E01021662"
589557.636,225889.893,"E01021663"
593038.654,229071.234,"E01021660"
597946.855,229236.96,"E01021661"
600646.838,227885.04,"E01021668"
601039.986,227955.865,"E01021669"
535252.43,241279.636,"E01023656"
536300.903,241592.462,"E01023657"
536009.513,240158.451,"E01023654"
535217.601,240565.164,"E01023655"
520871.414,233130.799,"E01023652"
514643.05,231496.756,"E01023653"
520636.129,232653.646,"E01023650"
520453.347,232997.233,"E01023651"
536542.451,240909.718,"E01023658"
536348.292,240493.297,"E01023659"
518611.934,302363.706,"E01015656"
519562.975,302347.555,"E01015657"
519189.753,300237.474,"E01015654"
519531.953,299776.84,"E01015655"
518802.925,300772.956,"E01015652"
519914.168,300587.099,"E01015653"
517452.131,297314.36,"E01015650"
519170.126,300948.805,"E01015651"
519141.686,302417.178,"E01015658"
518769.04,302840.179,"E01015659"
492506.249,227093.812,"E01017606"
491900.776,226772.537,"E01017607"
493541.521,225704.857,"E01017604"
493867.71,225367.69,"E01017605"
502581.392,224441.435,"E01017602"
493109.143,225680.773,"E01017603"
503318.233,224534.956,"E01017600"
502849.218,224727.894,"E01017601"
492389.372,225782.474,"E01017608"
492702.001,226081.298,"E01017609"
632932.518,261566.376,"E01030176"
628275.377,267091.657,"E01030174"
622477.511,250545.775,"E01030175"
628138.661,263353.746,"E01030172"
629204.099,234362.924,"E01030170"
628608.018,234386.696,"E01030171"
622282.728,245103.892,"E01030179"
536354.135,278113.707,"E01018197"
520767.388,271069.781,"E01018117"
531148.768,276838.728,"E01018196"
517080.94,283558.215,"E01018195"
515026.421,266822.925,"E01018115"
516546.951,284055.158,"E01018194"
517292.206,283133.591,"E01018193"
517987.451,276476.317,"E01018113"
516313.377,282684.744,"E01018192"
539443.073,285600.135,"E01018110"
516648.068,283358.248,"E01018191"
541539.486,292410.038,"E01018111"
518671.731,260820.35,"E01018190"
520085.503,271248.77,"E01018118"
537194.684,276417.284,"E01018199"
536151.889,277918.616,"E01018198"
614737.616,245698.58,"E01030026"
614263.663,245653.342,"E01030027"
615460.384,245075.507,"E01030024"
615899.134,245054.74,"E01030025"
615179.933,245016.91,"E01030023"
614843.126,242220.683,"E01030020"
614839.734,241799.156,"E01030021"
613604.777,246065.947,"E01030028"
614006.68,246286.62,"E01030029"
616450.232,218561.998,"E01022016"
563209.655,236708.239,"E01022097"
616455.539,219996.239,"E01022017"
559391.964,213652.473,"E01022096"
609948.07,231200.678,"E01022014"
560264.071,225271.221,"E01022095"
609945.493,231848.847,"E01022015"
550892.525,242917.395,"E01022094"
624253.36,221447.403,"E01022012"
561270.046,231162.139,"E01022093"
609357.151,231159.052,"E01022013"
561299.56,230533.295,"E01022092"
622481.628,220863.237,"E01022010"
556430.8,221131.039,"E01022091"
547780.721,289602.223,"E01018076"
621381.064,220413.458,"E01022011"
556504.478,221478.976,"E01022090"
541928.107,296702.601,"E01018077"
527832.012,296972.441,"E01018074"
527567.412,296686.563,"E01018075"
527890.278,297408.668,"E01018072"
547310.912,310501.912,"E01018073"
546444.599,308820.199,"E01018070"
546850.153,309412.131,"E01018071"
614723.953,222087.346,"E01022018"
557192.348,234594.777,"E01022099"
613267.269,226183.867,"E01022019"
545215.109,238731.225,"E01022098"
542527.883,296611.991,"E01018078"
542129.768,296004.101,"E01018079"
653912.417,290883.055,"E01030276"
654148.189,294757.722,"E01030277"
652951.039,290790.054,"E01030274"
653434.177,291237.607,"E01030275"
653544.005,290263.926,"E01030272"
652944.087,290266.198,"E01030273"
652444.732,293279.101,"E01030270"
652771.365,294043.594,"E01030271"
653613.683,294543.461,"E01030278"
653804.84,294934.007,"E01030279"
517729.846,292497.027,"E01018216"
549131.724,260749.011,"E01018297"
518056.109,292123.597,"E01018217"
554902.188,257508.839,"E01018296"
518463.913,292786.169,"E01018214"
547280.474,251801.375,"E01018295"
518899.026,292544.159,"E01018215"
546471.387,252687.235,"E01018294"
520269.626,294712.562,"E01018212"
546348.026,252119.635,"E01018293"
519123.537,292749.361,"E01018213"
545657.466,253260.11,"E01018292"
530680.355,280337.446,"E01018210"
545164.297,251312.026,"E01018291"
528231.3,283898.961,"E01018211"
528454.278,243290.168,"E01018290"
560668.722,251928.324,"E01018218"
549436.109,265740.193,"E01018299"
559007.018,250522.162,"E01018219"
549815.134,266263.192,"E01018298"
627881.177,310019.505,"E01026576"
626190.063,308570.386,"E01026577"
627703.859,309518.951,"E01026574"
627402.68,308954.734,"E01026575"
625816.503,309162.684,"E01026572"
626689.54,309319.582,"E01026573"
626748.545,309784.875,"E01026570"
626003.823,309678.579,"E01026571"
628566.476,312794.669,"E01026578"
630848.507,314254.668,"E01026579"
582693.583,189795.911,"E01021946"
582145.678,190228.272,"E01021947"
581412.237,194367.527,"E01021944"
581069.028,194459.947,"E01021945"
581312.662,195274.476,"E01021942"
580723.285,195112.714,"E01021943"
584496.547,193556.561,"E01021940"
582915.208,192540.422,"E01021941"
582006.08,190587.277,"E01021948"
522514.91,207383.79,"E01023936"
581495.533,190127.613,"E01021949"
522236.865,207033.778,"E01023937"
521759.896,206870.081,"E01023934"
521773.033,207688.263,"E01023935"
522006.537,206528.446,"E01023932"
522485.816,206768.059,"E01023933"
521280.477,207697.009,"E01023938"
524833.205,211681.529,"E01023939"
565011.819,179145.647,"E01015936"
564361.843,179397.533,"E01015937"
564589.68,178768.07,"E01015934"
564186.794,178546.853,"E01015935"
559192.121,181663.095,"E01015932"
599297.807,313179.228,"E01026426"
564975.235,178603.432,"E01015933"
599281.502,312021.912,"E01026427"
559132.897,180785.587,"E01015930"
580173.873,293929.451,"E01026424"
558854.6,181121.25,"E01015931"
598745.141,312546.295,"E01026425"
604088.817,294356.78,"E01026422"
604855.84,294884.698,"E01026423"
601833.719,297151.926,"E01026420"
606650.683,291096.264,"E01026421"
564989.5,179664.856,"E01015938"
560961.751,179499.641,"E01015939"
598232.118,313885.019,"E01026428"
599300.392,313509.929,"E01026429"
547067.492,208964.034,"E01021836"
546347.314,208201.742,"E01021837"
547488.351,208912.462,"E01021834"
547100.427,208528.727,"E01021835"
542977.508,208657.584,"E01021832"
543842.232,208657.835,"E01021833"
543561.555,208268.566,"E01021830"
544109.256,208387.498,"E01021831"
543935.02,210639.751,"E01021839"
551163.05,299740.546,"E01026716"
622382.478,312321.591,"E01026797"
557483.553,303492.687,"E01026717"
619109.559,308882.035,"E01026796"
564598.994,320622.922,"E01026714"
549997.142,302320.343,"E01026715"
617332.756,309503.443,"E01026794"
554650.823,320188.761,"E01026712"
619004.047,309426.062,"E01026793"
555093.108,318997.327,"E01026713"
618018.142,309483.404,"E01026792"
565694.726,322498.495,"E01026710"
618578.04,309558.171,"E01026791"
555760.865,320925.274,"E01026711"
630227.606,326088.937,"E01026790"
574108.173,325180.937,"E01026718"
622636.454,311915.574,"E01026799"
550274.638,317225.479,"E01026719"
622491.988,311284.807,"E01026798"
568020.565,337431.72,"E01026676"
567495.027,337203.26,"E01026677"
564788.581,263127.03,"E01032612"
570309.409,322589.808,"E01026674"
571628.969,322387.907,"E01026675"
564551.142,322161.57,"E01026672"
566281.594,262464.829,"E01032611"
565087.1,321941.089,"E01026673"
563450.071,321809.692,"E01026670"
564317.902,321785.041,"E01026671"
567146.43,337423.544,"E01026678"
561818.776,298703.899,"E01026679"
573079.728,209402.543,"E01033144"
571653.307,204813.37,"E01033145"
573713.555,207794.357,"E01033142"
570012.773,198915.63,"E01033143"
570972.102,206252.185,"E01033140"
571279.846,206959.542,"E01033141"
561850.396,303588.199,"E01033036"
562021.196,303839.834,"E01033037"
560676.011,303334.422,"E01033038"
561336.871,303100.177,"E01033039"
575165.565,193485.608,"E01021336"
576039.883,193756.646,"E01021337"
574853.871,194029.038,"E01021334"
576498.057,192674.132,"E01021335"
573872.364,192976.913,"E01021332"
573681.946,193373.885,"E01021333"
574103.466,192386.893,"E01021330"
574630.975,192874.383,"E01021331"
574385.224,194530.306,"E01021338"
575581.705,193681.948,"E01021339"
615339.693,312147.758,"E01033538"
612791.712,279524.751,"E01033539"
572793.68,206996.827,"E01021546"
572636.717,207017.206,"E01021547"
572912.427,207468.826,"E01021544"
573387.943,207483.25,"E01021545"
570620.595,210492.575,"E01021542"
570712.033,209708.917,"E01021543"
569812.236,213202.819,"E01021540"
570648.467,211216.576,"E01021541"
573289.817,206922.911,"E01021548"
518797.109,198045.009,"E01023536"
519768.439,197736.286,"E01023537"
519444.18,198430.026,"E01023534"
519066.631,198197.868,"E01023535"
519009.248,196962.351,"E01023532"
518193.776,197974.264,"E01023533"
519333.08,197102.521,"E01023530"
518779.169,197415.895,"E01023531"
519439.457,197430.641,"E01023538"
519362.15,196271.171,"E01023539"
559490.847,193448.846,"E01021436"
561235.694,193049.318,"E01021437"
559092.79,194111.165,"E01021434"
560748.086,193167.975,"E01021435"
558682.096,194357.319,"E01021432"
559447.347,194164.505,"E01021433"
576228.174,238546.336,"E01021430"
559079.759,194737.205,"E01021431"
558244.422,193152.198,"E01021438"
559077.648,193268.66,"E01021439"
521482.908,236875.653,"E01017446"
522023.751,236544.564,"E01017447"
512420.242,234199.035,"E01017444"
508048.984,235750.479,"E01017445"
515925.437,235114.164,"E01017442"
516750.319,235402.807,"E01017443"
514643.667,238704.145,"E01017440"
512181.497,238617.071,"E01017441"
521754.175,237433.633,"E01017449"
624776.792,309614.697,"E01026806"
617253.355,282370.451,"E01026887"
624774.895,309219.081,"E01026807"
616523.498,288953.885,"E01026886"
625368.682,309797.482,"E01026804"
610149.196,299363.142,"E01026885"
625486.817,310509.411,"E01026805"
611529.006,300509.251,"E01026884"
623930.134,310885.179,"E01026802"
616160.223,307256.037,"E01026883"
625813.547,310152.22,"E01026803"
622433.398,310889.919,"E01026800"
619752.532,305369.628,"E01026881"
623159.511,311040.456,"E01026801"
632992.446,301292.067,"E01026880"
625107.482,309137.545,"E01026808"
611331.869,280318.991,"E01026889"
625953.028,310539.51,"E01026809"
612113.323,280101.492,"E01026888"
518006.41,213484.21,"E01023746"
517808.328,213764.467,"E01023747"
513793.433,205712.987,"E01023744"
514119.325,207477.52,"E01023745"
513147.577,206366.838,"E01023742"
514172.234,206790.241,"E01023743"
514896.956,206630.33,"E01023740"
515076.605,206267.562,"E01023741"
517324.179,214884.369,"E01023748"
516206.778,214250.91,"E01023749"
508282.113,225600.882,"E01015746"
508578.14,225130.436,"E01015747"
508035.738,224792.369,"E01015744"
508441.785,224318.986,"E01015745"
509804.182,222221.848,"E01015742"
509740.446,221728.95,"E01015743"
509180.44,222669.175,"E01015740"
509234.117,221933.114,"E01015741"
507854.988,225023.511,"E01015748"
505023.606,223999.941,"E01015749"
599086.587,225285.838,"E01021646"
600182.102,225750.776,"E01021647"
594368.269,218988.171,"E01021644"
597116.295,220232.528,"E01021645"
599888.914,223694.57,"E01021642"
590316.999,216457.544,"E01021643"
600473.536,222312.671,"E01021640"
510903.718,197960.159,"E01023855"
505086.186,194330.42,"E01023852"
504747.312,194883.154,"E01023853"
505882.593,194357.034,"E01023850"
505989.662,194719.856,"E01023851"
511112.053,198394.679,"E01023858"
511222.884,196769.633,"E01023859"
588607.754,240326.212,"E01029887"
588548.742,240751.925,"E01029886"
582852.73,248101.533,"E01029884"
609783.083,235729.514,"E01029883"
607230.078,234944.667,"E01029882"
585552.726,254072.347,"E01029881"
590943.88,235264.066,"E01029880"
587280.593,185653.977,"E01015856"
585503.477,187765.228,"E01015857"
587867.128,185647.476,"E01015854"
589192.603,240589.505,"E01029889"
586955.674,185871.893,"E01015855"
588723.012,241141.017,"E01029888"
588412.261,185498.852,"E01015852"
591600.612,330417.047,"E01026746"
587522.742,185337.514,"E01015853"
592228.234,329855.757,"E01026747"
584806.003,186318.674,"E01015850"
631023.838,318711.677,"E01026744"
586843.892,185369.134,"E01015851"
592267.75,330463.198,"E01026745"
608496.904,339045.606,"E01026742"
608046.461,338411.776,"E01026743"
609758.512,342214.679,"E01026741"
585960.856,187585.264,"E01015858"
586497.915,187722.681,"E01015859"
593548.85,329917.123,"E01026748"
592892.715,329774.708,"E01026749"
644954.229,316089.518,"E01026636"
651806.545,307313.321,"E01026634"
651774.964,307480.414,"E01026635"
652525.351,304765.171,"E01026632"
652109.477,306653.645,"E01026633"
652475.041,304202.197,"E01026630"
652686.537,303873.731,"E01026631"
645447.697,318032.32,"E01026638"
652768.698,309117.038,"E01026639"
518307.283,297189.575,"E01033182"
517556.667,295255.071,"E01033181"
516838.644,294712.098,"E01033180"
520474.394,234867.523,"E01033189"
521144.486,236252.451,"E01033188"
559096.164,192764.502,"E01033064"
558744.642,192558.92,"E01033063"
575230.615,222591.298,"E01021366"
577765.798,222524.026,"E01021367"
574592.122,222798.162,"E01021364"
575456.348,222921.231,"E01021365"
581571.834,219144.123,"E01021362"
580808.756,219671.406,"E01021360"
580574.68,220240.547,"E01021361"
577459.439,222264.679,"E01021368"
577580.548,223175.387,"E01021369"
499627.907,213071.66,"E01023356"
506925.83,206258.243,"E01023357"
505342.681,205327.396,"E01023354"
501866.59,209021.373,"E01023355"
494391.103,210357.182,"E01023352"
506440.566,206977.413,"E01023350"
600293.92,222000.344,"E01021641"
600477.922,225258.571,"E01021648"
522272.683,234185.97,"E01023636"
521523.177,300547.898,"E01015614"
508563.023,223384.88,"E01015695"
520491.192,300140.75,"E01015615"
508530.035,223810.003,"E01015694"
519983.429,299208.998,"E01015612"
509193.604,223540.117,"E01015693"
521548.901,301169.098,"E01015613"
518123.111,299127.174,"E01015692"
520091.442,301398.248,"E01015610"
517102.426,299532.399,"E01015691"
519991.966,298762.453,"E01015611"
517420.328,299025.684,"E01015690"
528990.412,304187.269,"E01015618"
508613.212,221922.844,"E01015699"
522759.98,302745.953,"E01015619"
508444.69,222121.058,"E01015698"
585120.359,265464.042,"E01030137"
580015.284,266564.768,"E01030134"
583475.201,270511.913,"E01030135"
592293.892,268183.883,"E01030133"
584815.857,266111.044,"E01030130"
584508.034,266267.844,"E01030131"
590835.092,260967.259,"E01030138"
584315.359,265723.537,"E01030139"
524264.922,273938.261,"E01018146"
524586.506,273591.804,"E01018147"
524616.161,273003.789,"E01018144"
524117.977,273050.833,"E01018145"
524952.478,272582.629,"E01018142"
524248.816,272444.81,"E01018143"
525009.947,273101.595,"E01018140"
525606.006,273042.475,"E01018141"
522097.621,272288.489,"E01018148"
522831.733,272751.129,"E01018149"
609738.028,214965.527,"E01022046"
612679.128,216069.104,"E01022047"
617327.722,216864.561,"E01022044"
612574.552,215668.954,"E01022045"
617357.147,216254.81,"E01022042"
617592.884,215827.71,"E01022043"
617923.094,217442.092,"E01022040"
617939.835,216642.694,"E01022041"
618481.941,215550.139,"E01022048"
618083.13,215449.785,"E01022049"
546270.205,275132.441,"E01018036"
564441.584,270346.129,"E01018035"
553557.066,280898.997,"E01018032"
553392.465,280569.908,"E01018033"
553056.252,279958.631,"E01018030"
549553.643,278825.656,"E01018038"
550274.619,278940.387,"E01018039"
651413.239,290015.075,"E01030236"
650980.38,290510.131,"E01030237"
651258.608,291230.563,"E01030234"
651654.105,291726.668,"E01030235"
633992.214,288762.022,"E01030232"
651912.134,291060.963,"E01030233"
633790.705,289531.352,"E01030230"
634764.515,289240.525,"E01030231"
