"X","Y","LSOA2011"
379307.693,394959.724,"E01006181"
378211.32,390622.343,"E01006101"
379638.707,394628.597,"E01006180"
371055.326,390942.303,"E01006108"
379602.35,395225.647,"E01006189"
383020.911,396095.005,"E01006109"
382087.441,395931.389,"E01006188"
347419.979,346780.287,"E01018357"
335953.319,387150.638,"E01032505"
388618.667,389735.857,"E01005817"
368926.996,375406.84,"E01018704"
368863.407,376453.788,"E01018705"
389566.106,376684.774,"E01018666"
393130.844,383173.249,"E01018660"
331016.095,437019.217,"E01012682"
301380.705,530428.061,"E01019124"
303848.437,535392.793,"E01019098"
333104,396841.151,"E01007011"
351325.744,493890.035,"E01019370"
391450.902,408158.181,"E01005390"
335432.859,418549.118,"E01006949"
399049.753,406426.534,"E01005412"
395898.981,405125.198,"E01005418"
380863.063,357268.013,"E01018431"
332636.522,397283.391,"E01006953"
334090.281,418238.062,"E01006950"
335184.559,417961.773,"E01006951"
331696.663,398153.531,"E01006958"
332527.382,397865.058,"E01006959"
384861.662,433970.829,"E01024856"
335995.757,392793.184,"E01033747"
384816.17,433121.094,"E01024857"
384875.503,432340.499,"E01024855"
335592.84,387260.745,"E01033748"
384646.871,432831.191,"E01024858"
338562.381,387832.101,"E01033749"
386717.067,435062.247,"E01024859"
372911.766,406563.474,"E01004856"
373620.245,406457.973,"E01004857"
370774.033,407778.917,"E01004854"
374120.118,406144.341,"E01004855"
371068.12,407924.224,"E01004852"
370538.731,408031.748,"E01004853"
370333.644,408396.352,"E01004850"
370788.507,408263.58,"E01004851"
373119.47,405897.64,"E01004858"
352896.734,399990.269,"E01006806"
347495.456,401522.953,"E01006887"
352664.48,399391.098,"E01006807"
347783.672,402176.364,"E01006886"
353438.016,400368.972,"E01006804"
349666.56,399892.595,"E01006885"
355737.045,400173.469,"E01006805"
348163.807,400400.889,"E01006884"
352968.542,400392.265,"E01006802"
347580.304,401042.493,"E01006883"
355058.709,397935.418,"E01006803"
348318.101,400681.962,"E01006882"
342001.056,388710.019,"E01006800"
351004.85,396088.557,"E01006881"
342508.106,388173.004,"E01006801"
350270.36,395402.256,"E01006880"
355755.562,399728.939,"E01006808"
350031.043,390307.809,"E01006889"
355371.577,399615.834,"E01006809"
349757.112,390686.133,"E01006888"
393415.016,391973.048,"E01005746"
394137.952,392535.684,"E01005747"
392997.383,392282.178,"E01005744"
393700.635,392555.849,"E01005745"
376327.418,401127.977,"E01005742"
391994.527,391298.832,"E01005743"
375070.899,401708.787,"E01005740"
375800.281,401011.736,"E01005741"
394168.869,392083.989,"E01005748"
377332.543,399342.206,"E01005636"
376617.417,399371.627,"E01005637"
376980.739,399717.67,"E01005634"
377995.564,399258.348,"E01005635"
377137.016,398830.544,"E01005632"
378168.326,399803.42,"E01005633"
378998.704,399621.021,"E01005630"
377783.831,398862.39,"E01005631"
376579.756,398614.612,"E01005638"
372307.877,395492.47,"E01005639"
376418.029,391883.254,"E01006166"
376487.215,391151.025,"E01006167"
380033.449,392331.142,"E01006164"
379035.296,392576.759,"E01006165"
378986.234,391483.471,"E01006162"
378479.187,391545.537,"E01006163"
378778.494,391969.979,"E01006160"
379296.884,392128.368,"E01006161"
376118.434,390986.159,"E01006168"
377015.62,392639.548,"E01006169"
398049.594,402268.379,"E01006056"
398048.141,401831.441,"E01006057"
396842.143,402529.843,"E01006054"
397313.405,402705.85,"E01006055"
398969.61,395125.208,"E01006052"
398093.973,403309.179,"E01006053"
398327.316,394454.18,"E01006050"
399033.957,393986.798,"E01006051"
397252.071,402239.637,"E01006058"
397649.832,401752.791,"E01006059"
379362.201,356129.236,"E01018387"
379179.689,355731.175,"E01018386"
345576.713,364235.349,"E01018385"
343157.171,367013.632,"E01018384"
342722.767,366928.569,"E01018383"
342419.44,366625.258,"E01018382"
343070.425,366548.826,"E01018381"
341764.589,368936.042,"E01018380"
347679.936,370008.582,"E01018308"
380103.409,355305.74,"E01018389"
338053.328,368515.547,"E01018309"
380092.354,355855.5,"E01018388"
358832.754,405435.188,"E01006306"
359065.255,406282.605,"E01006387"
359600.514,405393.306,"E01006307"
358760.194,405748.44,"E01006386"
362817.176,397134.336,"E01006304"
370058.311,400999.36,"E01006385"
360588.095,405491.219,"E01006305"
370324.212,401221.558,"E01006384"
363711.43,397902.594,"E01006302"
364174.312,397881.96,"E01006303"
370221.826,401578.614,"E01006382"
365585.098,398814.52,"E01006300"
369423.848,401525.832,"E01006381"
365184.548,398457.546,"E01006301"
371232.465,401504.184,"E01006380"
360068.91,405319.211,"E01006308"
359589.268,406172.348,"E01006389"
359504.53,404751.109,"E01006309"
360234.391,406860.5,"E01006388"
356603.294,400654.012,"E01006266"
356933.142,400375.5,"E01006267"
356898.62,399520.58,"E01006264"
357441.048,399388.177,"E01006265"
357067.558,401493.316,"E01006262"
357856.323,399989.896,"E01006263"
357179.088,407493.593,"E01006260"
357040.315,399892.566,"E01006261"
357364.454,400377.88,"E01006268"
361445.473,404093.44,"E01006269"
358012.814,389593.857,"E01012566"
356598.297,389400.462,"E01012567"
359213.126,390486.8,"E01012564"
358314.918,389150.621,"E01012565"
357505.468,390717.405,"E01012562"
358545.417,390456.068,"E01012563"
362041.267,386357.782,"E01012560"
359086.283,390946.778,"E01012561"
357220.237,389489.345,"E01012568"
357593.982,389817.144,"E01012569"
337917.123,375382.479,"E01018556"
338378.034,375544.2,"E01018557"
338775.633,373839.426,"E01018554"
338331.5,374362.139,"E01018555"
340537.446,375380.537,"E01018553"
341148.717,375136.691,"E01018550"
340865.485,375037.164,"E01018551"
338610.731,375041.457,"E01018558"
338248.605,374907.749,"E01018559"
337164.203,389192.316,"E01006556"
338124.339,388800.135,"E01006557"
337903.644,388620.291,"E01006554"
337143.379,388856.235,"E01006552"
338840.653,388393.88,"E01006553"
338399.785,388577.117,"E01006550"
338058.508,388285.691,"E01006551"
335845.802,393189.466,"E01006558"
359329.845,388589.186,"E01012457"
359560.649,389200.091,"E01012454"
359836.675,389689.124,"E01012455"
361316.486,384983.076,"E01012452"
359831.031,390485.917,"E01012453"
361736.671,385523.306,"E01012450"
362084.796,385577.477,"E01012451"
359040.331,387668.752,"E01012458"
365531.561,391241.205,"E01012459"
389025.439,391549.156,"E01005916"
390635.666,398520.478,"E01005997"
388979.654,391168.277,"E01005917"
391085.949,398837.472,"E01005996"
389838.7,392031.218,"E01005914"
391548.272,399143.76,"E01005995"
389611.3,391750.432,"E01005915"
390453.259,399044.303,"E01005994"
396019.975,387238.413,"E01005912"
391298.573,399087.413,"E01005993"
395103.067,385817.577,"E01005913"
392041.547,395346.57,"E01005992"
395904.116,388084.971,"E01005910"
389978.679,395471.657,"E01005991"
395307.289,387985.959,"E01005911"
390545.5,395408.724,"E01005990"
387835.961,362161.449,"E01018406"
370334.582,355132.142,"E01018487"
386631.635,361834.164,"E01018407"
370553.79,354890.959,"E01018486"
387623.06,361713.344,"E01018404"
368982.155,356402.245,"E01018485"
386804.114,362371.357,"E01018405"
369000.773,356964.609,"E01018484"
385797.013,363319.419,"E01018402"
368396.021,355997.519,"E01018483"
386126.023,363968.442,"E01018403"
367907.278,355937.977,"E01018482"
390003.734,397820.768,"E01005999"
386771.727,363105.851,"E01018400"
355511.263,354782.073,"E01018481"
388770.668,393246.408,"E01005919"
389391.373,398046.376,"E01005998"
387034.181,362753.374,"E01018401"
366028.778,358693.955,"E01018480"
383982.802,363581.578,"E01018408"
370240.003,354782.253,"E01018489"
384388.439,363165.994,"E01018409"
369832.387,354842.867,"E01018488"
341878.768,390831.924,"E01006487"
357415.386,403535.696,"E01006406"
342303.342,390913.353,"E01006486"
357689.705,403142.285,"E01006407"
356593.177,403733.445,"E01006404"
344332.088,391785.154,"E01006484"
357542.223,404255.851,"E01006405"
345373.562,391536.48,"E01006483"
355613.471,403396.95,"E01006402"
344597.651,391516.982,"E01006482"
356452.169,403135.722,"E01006403"
345066.105,391006.983,"E01006481"
355995.849,403231.34,"E01006400"
345052.846,389858.226,"E01006480"
355132.003,403744.021,"E01006401"
342586.427,390969.955,"E01006489"
356977.879,403485.417,"E01006408"
341234.301,391169.145,"E01006488"
357131.926,403025.83,"E01006409"
390869.04,389167.122,"E01005876"
390553.104,389053.904,"E01005877"
390209.346,389623.904,"E01005874"
391216.21,389691.912,"E01005875"
390393.894,390014.765,"E01005872"
391487.657,389766.056,"E01005873"
390650.343,390252.026,"E01005870"
390830.814,389930.186,"E01005871"
395173.6,388501.9,"E01005878"
395486.244,388654.466,"E01005879"
332317.586,440052.758,"E01012706"
332438.659,437469.771,"E01012707"
332648.695,440559.888,"E01012704"
337154.595,392875.114,"E01006766"
331886.245,439742.479,"E01012705"
337675.834,392550.103,"E01006767"
331795.521,432775.456,"E01012702"
338084.96,392433.612,"E01006764"
332076.833,440348.829,"E01012703"
338280.792,392686.924,"E01006765"
331662.113,432360.513,"E01012700"
337429.182,393179.439,"E01006762"
331954.93,433116.58,"E01012701"
338093.952,392968.047,"E01006763"
337590.798,392248.274,"E01006760"
338337.772,392143.836,"E01006761"
332474.963,436815.206,"E01012708"
332238.788,437230.289,"E01012709"
338886.786,392226.435,"E01006768"
342064.636,389245.248,"E01006769"
374565.06,410384.79,"E01004787"
374070.463,411447.903,"E01004786"
374349.752,410906.309,"E01004785"
374488.122,411214.777,"E01004784"
362158.917,410031.693,"E01004783"
361520.742,410828.979,"E01004782"
364829.361,410173.048,"E01004781"
362316.147,410824.878,"E01004780"
374154.825,412602.441,"E01004789"
373759.644,412603.624,"E01004788"
331362.884,440277.036,"E01012667"
332004.506,442347.024,"E01012664"
332266.957,441994.939,"E01012665"
332710.505,441583.845,"E01012662"
331598.947,442314.53,"E01012663"
369968.754,420403.855,"E01012660"
369754.88,420795.71,"E01012661"
331337.366,439739.015,"E01012668"
330895.215,439383.032,"E01012669"
392705.581,383167.769,"E01018656"
391909.382,382949.737,"E01018657"
377144.184,375104.246,"E01018654"
392346.832,383496.908,"E01018655"
383861.586,381500.144,"E01018652"
383562.092,380760.804,"E01018653"
378186.272,379731.804,"E01018650"
383850.526,383068.304,"E01018651"
392243.666,382719.254,"E01018658"
392777.012,383897.79,"E01018659"
336818.212,397384.032,"E01006656"
336915.602,397000.013,"E01006657"
337591.338,397070.495,"E01006654"
338326.995,397332.418,"E01006655"
337306.505,397045.54,"E01006652"
338843.608,397376.369,"E01006653"
337742.255,397691.372,"E01006651"
339142.791,397087.202,"E01006658"
338377.068,395954.036,"E01006659"
348809.706,460845.881,"E01025126"
348818.253,460141.474,"E01025127"
341344.651,460770.434,"E01025124"
348429.687,460721.761,"E01025125"
341310.058,461407.291,"E01025122"
341762.164,460830.595,"E01025123"
342095.601,463263.25,"E01025120"
342087.019,461490.181,"E01025121"
348315.471,461367.999,"E01025128"
348213.201,461116.58,"E01025129"
300542.602,528501.302,"E01019116"
342195.261,555330.544,"E01019197"
300253.35,527951.45,"E01019117"
342178.81,555650.831,"E01019196"
303710.866,536664.095,"E01019114"
337517.063,556136.584,"E01019195"
303494.51,536433.699,"E01019115"
337863.047,555741.927,"E01019194"
299273.815,526053.491,"E01019112"
338278.529,555454.725,"E01019193"
299565.724,527417.311,"E01019113"
337069.301,555936.387,"E01019192"
300449.215,527398.709,"E01019110"
339679.298,558437.111,"E01019191"
299222.773,526641.017,"E01019111"
339258.492,558707.015,"E01019190"
385758.01,391292.216,"E01005126"
300158.325,528294.761,"E01019118"
343048.993,554659.652,"E01019199"
386281.786,391832.78,"E01005124"
300763.756,527785.658,"E01019119"
342541.989,554646.341,"E01019198"
385837.177,391749.532,"E01005125"
387010.538,392597.036,"E01005122"
385871.433,392266.313,"E01005123"
386863.072,392999.67,"E01005120"
386272.944,392539.008,"E01005121"
384411.643,397531.397,"E01005128"
331973.722,384963.017,"E01007116"
321788.231,387075.007,"E01007197"
385725.089,399393.847,"E01005129"
332311.882,384394.993,"E01007117"
321372.955,387289.767,"E01007196"
332372.709,385343.547,"E01007114"
323484.257,389545.411,"E01007195"
333154.229,384752.773,"E01007115"
321638.643,389300.949,"E01007194"
332828.736,385372.183,"E01007112"
321410.827,388831.591,"E01007193"
331594.015,385443.559,"E01007113"
326521.874,382954.309,"E01007192"
331654.977,384457.692,"E01007110"
327869.279,380628.12,"E01007191"
331974.61,385677.081,"E01007111"
326675.592,380962.284,"E01007190"
332093.085,384018.23,"E01007118"
323233.514,390217.954,"E01007199"
328096.89,388811.072,"E01007119"
321388.814,386644.547,"E01007198"
334073.539,417648.851,"E01033097"
338729.318,402746.759,"E01033096"
334443.209,397236.423,"E01033095"
333736.235,417743.077,"E01033094"
334877.187,428958.651,"E01025016"
350223.826,469963.756,"E01025097"
334155.405,428648.963,"E01025017"
349502.203,470193.858,"E01025096"
346423.42,430674.489,"E01025014"
348528.825,461816.121,"E01025095"
344788.024,430924.199,"E01025015"
348235.924,461724.785,"E01025094"
341584.552,433120.132,"E01025012"
348100.95,462071.794,"E01025093"
341895.304,432834.346,"E01025013"
348591.606,462721.66,"E01025092"
342437.234,431678.152,"E01025010"
348610.54,462393.619,"E01025091"
342539.893,431970.338,"E01025011"
348366.251,468506.865,"E01025090"
334303.005,429138.091,"E01025018"
339888.238,431462.662,"E01025019"
350130.138,470581.367,"E01025098"
312456.44,529953.052,"E01019078"
329830.758,406151.944,"E01007076"
330040.279,406429.731,"E01007077"
337781.424,401188.135,"E01007074"
330514.759,406577.983,"E01007075"
337241.845,402290.264,"E01007072"
337112.042,401547.697,"E01007073"
337027.446,402893.722,"E01007070"
336883.897,401851.094,"E01007071"
329484.14,406500.176,"E01007078"
329542.274,407897.979,"E01007079"
388281.554,399028.308,"E01005097"
378830.005,416726.422,"E01005016"
379044.58,416085.239,"E01005017"
379084.43,417083.31,"E01005014"
388661.792,398457.207,"E01005094"
379763.354,417131.134,"E01005015"
388445.579,398760.23,"E01005093"
379228.832,406242.814,"E01005012"
387960.625,398747.257,"E01005092"
378729.261,406323.151,"E01005013"
382656.825,387463.18,"E01005091"
378053.797,405917.786,"E01005010"
382058.315,387441.495,"E01005090"
379966.879,406454.218,"E01005011"
385920.338,404337.606,"E01005099"
378560.057,416256.705,"E01005018"
378286.782,415252.996,"E01005019"
365957.744,351799.515,"E01033376"
366044.178,351559.672,"E01033375"
364508.736,352541.716,"E01033372"
364696.329,352270.749,"E01033373"
367137.049,351204.784,"E01033378"
388144.14,417520.134,"E01025376"
378240.784,420932.604,"E01025377"
383192.998,422482.59,"E01025374"
388381.584,416948.044,"E01025375"
381724.517,423020.349,"E01025373"
386309.728,422012.367,"E01025370"
383125.887,422146.537,"E01025371"
378002.404,422072.525,"E01025378"
378609.704,421678.515,"E01025379"
352804.437,529957.195,"E01019326"
352004.477,530212.864,"E01019327"
359067.809,522422.25,"E01019324"
361773.484,504679.022,"E01019325"
354670.355,539418.904,"E01019322"
366695.941,524647.245,"E01019323"
355597.512,542729.477,"E01019320"
356993.552,534027.827,"E01019321"
390858.841,402712.347,"E01005376"
391835.077,402257.797,"E01005377"
389154.066,400504.049,"E01005374"
352421.91,530344.811,"E01019328"
389628.196,400119.162,"E01005375"
389616.468,400984.944,"E01005372"
389645.813,400557.086,"E01005373"
388932.004,400801.664,"E01005370"
389381.491,401504.063,"E01005371"
391087.203,402542.007,"E01005378"
391501.681,402439.381,"E01005379"
354431.713,429129.902,"E01033226"
353814.419,429725.372,"E01033223"
371545.088,409846.995,"E01033220"
342714.014,392214.007,"E01033228"
388230.744,439605.075,"E01025226"
388986.845,439893.461,"E01025227"
385976.029,437351.224,"E01025224"
385714.674,437132.538,"E01025225"
388093.271,440293.447,"E01025222"
388491.321,440097.547,"E01025223"
388937.546,440702.966,"E01025220"
388605.104,440594.641,"E01025221"
387710.209,439206.324,"E01025228"
385417.714,437547.863,"E01025229"
339697.884,555110.225,"E01019216"
299698.839,519571.66,"E01019297"
339731.802,554721.641,"E01019217"
298443.688,515510.924,"E01019296"
336872.765,550576.77,"E01019214"
297957.007,515601.805,"E01019295"
339343.245,555351.781,"E01019215"
298105.747,516159.856,"E01019294"
337337.388,548592.403,"E01019212"
317275.906,484231.07,"E01019293"
342916.097,553737.253,"E01019213"
296985.192,517246.602,"E01019292"
340350.569,553807.227,"E01019210"
296758.098,517022.065,"E01019291"
340547.314,554620.579,"E01019211"
317040.349,480372.67,"E01019290"
387217.119,401755.81,"E01005226"
386555.629,401409.593,"E01005227"
339216.423,554665.209,"E01019218"
317590.741,480094.865,"E01019299"
386824.549,401603.697,"E01005224"
349107.713,555004.221,"E01019219"
317466.997,479751.019,"E01019298"
387433.665,401452.338,"E01005225"
387871.49,393817.521,"E01005222"
386779.959,402124.548,"E01005223"
387746.677,394294.811,"E01005220"
387494.331,394009.017,"E01005221"
387322.509,401078.791,"E01005228"
330998.426,392066.734,"E01007216"
326639.3,388877.269,"E01007297"
387361.068,402276.73,"E01005229"
330545.89,392063.574,"E01007217"
332434.49,386919.263,"E01007296"
330673.648,391602.871,"E01007214"
332823.051,386651.094,"E01007295"
331704.771,392122.557,"E01007215"
332091.935,387110.286,"E01007294"
330321.98,391637.002,"E01007212"
332542.98,387233.898,"E01007293"
330031.23,391524.506,"E01007213"
332154.066,387583.34,"E01007292"
327835.279,391642.465,"E01007210"
332176.595,387986.882,"E01007291"
333344.144,386462.469,"E01007290"
331309.801,392149.305,"E01007218"
325798.777,388404.032,"E01007299"
327273.297,388493.56,"E01007298"
334494.919,442362.355,"E01025597"
341822.265,409285.6,"E01025517"
334817.722,442697.247,"E01025596"
337618.659,414092.7,"E01025514"
334782.128,441608.21,"E01025595"
339968.805,411584.824,"E01025515"
375977.038,398448.038,"E01005729"
370318.169,392363.259,"E01005616"
376788.526,400910.811,"E01005697"
370821.2,392630.23,"E01005617"
377145.558,400611.704,"E01005696"
383167.414,401201.691,"E01005614"
376600.729,400524.467,"E01005695"
382601.119,400782.417,"E01005615"
377667.109,400692.994,"E01005694"
382999.583,400811.493,"E01005612"
376723.383,402486.193,"E01005693"
383493.058,401066.274,"E01005613"
377765.042,402713.187,"E01005692"
382379.117,399512.208,"E01005610"
376617.341,402704.673,"E01005691"
382435.492,400235.129,"E01005611"
377257.592,401339.848,"E01005690"
379266.54,401132.36,"E01005699"
370557.577,391724.171,"E01005619"
377985.394,401078.074,"E01005698"
381373.637,395021.878,"E01006146"
377953.529,392466.603,"E01006147"
379665.818,394109.798,"E01006144"
381203.955,395367.396,"E01006145"
380246.952,394423.142,"E01006143"
378388.784,387074.264,"E01006140"
380620.454,395163.138,"E01006141"
377613.782,391934.547,"E01006148"
378421.539,392505.22,"E01006149"
396578.756,396265.815,"E01006037"
395902.013,396469.355,"E01006034"
395309.181,395597.083,"E01006035"
395413.873,396325.139,"E01006032"
394955.982,396243.848,"E01006033"
395805.486,394075.016,"E01006030"
394311.385,396119.735,"E01006031"
395937.614,395917.834,"E01006038"
394628.617,394535.451,"E01006039"
367522.766,399557.002,"E01006246"
367062.219,399072.003,"E01006247"
367421.629,403015.264,"E01006244"
366553.993,402665.125,"E01006245"
366990.436,403119.601,"E01006242"
366181.821,402802.191,"E01006243"
367470.774,404157.065,"E01006240"
368099.966,401094.612,"E01006248"
367913.275,400582.505,"E01006249"
362399.218,390422.896,"E01012546"
362584.425,389691.054,"E01012547"
363881.922,390539.855,"E01012544"
362677.572,390767.135,"E01012545"
362825.875,391500,"E01012542"
363468.601,390880.808,"E01012543"
363300.964,391437.649,"E01012541"
363376.027,390011.455,"E01012548"
363166.597,389594.879,"E01012549"
328303.559,378293.166,"E01018536"
328466.086,377869.956,"E01018537"
329312.14,377971.092,"E01018534"
329645.464,378226.458,"E01018535"
329707.467,376920.21,"E01018532"
330104.54,377073.617,"E01018533"
336095.941,376712.219,"E01018530"
336828.645,376722.873,"E01018531"
339205.579,375790.865,"E01018538"
338748.074,375676.933,"E01018539"
340791.096,385381.595,"E01006536"
342911.387,384790.171,"E01006537"
340473.633,385934.433,"E01006534"
341004.462,385799.256,"E01006535"
340683.184,386668.588,"E01006532"
342535.681,385923.093,"E01006533"
343159.156,386278.912,"E01006530"
342972.226,385917.149,"E01006531"
343278.046,385082.759,"E01006538"
340193.919,387124.126,"E01006539"
392124.69,396378.186,"E01005966"
392436.114,396791.01,"E01005967"
391851.136,397201.935,"E01005964"
392677.655,396840.556,"E01005965"
391326.166,397797.498,"E01005962"
392131.161,397297.282,"E01005963"
393499.994,399731.737,"E01005960"
390856.196,397412.659,"E01005961"
391337.483,398333.662,"E01005968"
391012.346,398028.737,"E01005969"
355384.574,380938.16,"E01012436"
354873.463,380661.502,"E01012437"
355743.66,382101.393,"E01012434"
355283.986,381639.41,"E01012435"
356001.85,381288.882,"E01012432"
356162.366,380809.908,"E01012433"
351024.746,383125.448,"E01012430"
351441.538,382819.915,"E01012431"
355735.845,380651.993,"E01012438"
354591.258,380309.069,"E01012439"
388037.421,390675.415,"E01005856"
387222.81,390384.888,"E01005857"
387468.213,390988.302,"E01005854"
386866.955,390820.351,"E01005855"
386078.785,390566.65,"E01005852"
387696.638,390473.283,"E01005853"
385142.899,385044.042,"E01005850"
384460.847,386670.411,"E01005851"
364573.735,366699.027,"E01018746"
365979.704,366525.186,"E01018747"
363517.722,366699.267,"E01018744"
363919.463,366348.51,"E01018745"
364688.48,364498.915,"E01018742"
386165.436,391006.449,"E01005858"
364411.148,367091.035,"E01018743"
387875.327,391563.668,"E01005859"
364374.993,364626.221,"E01018740"
364151.633,365152.639,"E01018741"
366414.444,366906.34,"E01018748"
366073.067,367432.552,"E01018749"
336458.695,390975.109,"E01006746"
335797.321,390818.485,"E01006747"
340010.53,384945.673,"E01006744"
340286.609,384700.509,"E01006745"
340325.181,385225.576,"E01006742"
340994.205,384281.122,"E01006743"
340400.065,383885.972,"E01006740"
343306.355,383435.699,"E01006741"
336505.279,390674.387,"E01006748"
369836.388,422344.165,"E01012646"
369943.271,422933.473,"E01012647"
368156.561,428679.45,"E01012644"
367844.237,429190.657,"E01012645"
367896.127,428883.191,"E01012642"
368477.825,428667.194,"E01012643"
370646.051,427914.926,"E01012640"
370261.887,427740.933,"E01012641"
368842.337,423088.386,"E01012648"
369407.321,422899.768,"E01012649"
390777.826,372292.762,"E01018636"
391116.02,371900.034,"E01018637"
389931.346,372387.396,"E01018634"
391615.643,372913.192,"E01018635"
390507.403,373310.631,"E01018632"
390223.194,372862.964,"E01018633"
392706.784,374287.772,"E01018630"
392604.97,374645.624,"E01018631"
391590.491,371703.819,"E01018638"
391969.368,372584.72,"E01018639"
342259.542,392754.076,"E01006637"
335852.438,387838.576,"E01006632"
336098.389,387537.562,"E01006633"
335405.8,388092.317,"E01006630"
341932.055,392612.671,"E01006638"
341532.35,392752.133,"E01006639"
385717.798,436592.085,"E01025187"
348038.279,455485.72,"E01025106"
384536.434,436292.518,"E01025186"
345877.81,454544.189,"E01025107"
384880.395,436636.063,"E01025185"
319804.098,470558.086,"E01019166"
386322.497,438352.812,"E01025184"
348631.995,457034.505,"E01025105"
320141.118,470606.849,"E01019167"
386744.859,438557.087,"E01025183"
347223.721,461413.022,"E01025102"
319745.573,472036.726,"E01019164"
386025.608,438259.132,"E01025182"
346674.017,461113.918,"E01025103"
319587.185,471407.201,"E01019165"
386470.068,438787.448,"E01025181"
346591.61,461532.918,"E01025100"
321606.656,470552.056,"E01019162"
391114.522,438705.208,"E01025180"
346800.708,461816.331,"E01025101"
321280.85,471044.432,"E01019163"
321225.3,470069.88,"E01019160"
321680.357,469612.484,"E01019161"
386647.248,437168.863,"E01025189"
350288.486,465031.799,"E01025108"
350837.284,465224.026,"E01025109"
386264.075,437248.029,"E01025188"
320503.034,470138.989,"E01019168"
320614.272,470698.415,"E01019169"
335184.418,380002.942,"E01007166"
335489.29,380275.646,"E01007167"
336119.542,380475.275,"E01007164"
334776.876,379856.481,"E01007165"
328580.937,387849.737,"E01007162"
329026.804,387498.029,"E01007163"
330398.891,388379.619,"E01007160"
328365.333,388267.469,"E01007161"
335251.529,379321.879,"E01007168"
335734.415,379613.812,"E01007169"
387491.102,397720.916,"E01005106"
389508.078,396826.355,"E01005187"
388345.193,397840.366,"E01005107"
387808.007,396606.345,"E01005186"
384513.789,403317.259,"E01005104"
385678.647,394060.557,"E01005185"
386573.532,397749.338,"E01005105"
385075.068,394059.73,"E01005184"
384410.822,404212.864,"E01005102"
384135.283,394080.505,"E01005183"
384929.465,403799.631,"E01005103"
383947.432,394622.093,"E01005182"
385319.468,404279.757,"E01005100"
383318.442,393974.64,"E01005181"
385656.129,403862.843,"E01005101"
384637.716,394358.506,"E01005180"
388875.142,397556.005,"E01005108"
388532.224,396431.158,"E01005189"
389514.885,396647.149,"E01005188"
373803.197,432643.813,"E01025066"
376394.682,429062.268,"E01025067"
373053.012,432762.114,"E01025064"
373107.955,432282.208,"E01025065"
373491.239,432108.059,"E01025062"
372770.52,432049.076,"E01025063"
373246.838,431868.469,"E01025060"
374508.276,432686.736,"E01025061"
376470.443,428807.728,"E01025068"
376680.222,428741.107,"E01025069"
384530.639,397152.703,"E01005066"
387071.981,396755.62,"E01005067"
385150.577,396988.622,"E01005065"
385189.896,396552.439,"E01005062"
385803.807,396391.501,"E01005063"
380599.308,408388.781,"E01005060"
386343.299,396900.631,"E01005061"
381127.509,387003.453,"E01005068"
379939.126,388924.456,"E01005069"
335935.719,416900.312,"E01007056"
336298.185,417478.634,"E01007057"
335634.258,398825.89,"E01007054"
336430.132,417127.914,"E01007055"
335338.043,396373,"E01007052"
336814.663,399467.627,"E01007053"
334910.583,397155.234,"E01007050"
335165.684,396504.821,"E01007051"
334766.122,417076.397,"E01007058"
335319.036,416950.527,"E01007059"
381079.373,423408.431,"E01025356"
379449.755,418589.181,"E01025357"
373919.449,438238.822,"E01025354"
381100.709,424257.954,"E01025355"
368927.333,433039.041,"E01025352"
368806.543,432288.05,"E01025353"
373419.604,436488.731,"E01025350"
372393.024,437138.355,"E01025351"
388770.347,419823.279,"E01025359"
346822.616,498208.621,"E01019387"
368174.834,519935.585,"E01019306"
335981.196,484665.768,"E01019386"
368652.447,520572.266,"E01019307"
365738.985,492164.238,"E01019385"
307910.468,499630.94,"E01019304"
372059.526,546218.48,"E01019305"
351912.511,488500.282,"E01019383"
296843.957,516284.763,"E01019302"
349883.536,481650.022,"E01019382"
304193.361,501407.198,"E01019303"
343148.854,483453.277,"E01019381"
297110.718,511691.278,"E01019300"
325547.792,470813.935,"E01019380"
297146.017,516109.007,"E01019301"
393126.987,408103.251,"E01005356"
393143.519,410026.546,"E01005357"
329475.26,478157.717,"E01019389"
351582.066,522976.773,"E01019308"
391793.781,406029.808,"E01005354"
328944.072,477287.505,"E01019388"
378459.67,513077.613,"E01019309"
393420.04,408441.499,"E01005355"
391308.003,405326.77,"E01005352"
391718.147,404975.596,"E01005353"
392329.727,405487.23,"E01005350"
391384.767,405750.417,"E01005351"
393484.136,409575.073,"E01005358"
325807.791,388798.879,"E01007306"
392674.383,409699.215,"E01005359"
329801.837,393361.615,"E01007307"
328317.367,386829.428,"E01007304"
327373.915,389006.85,"E01007305"
327102.32,387824.127,"E01007302"
327896.061,387334.748,"E01007303"
327489.126,387677.824,"E01007300"
326555.533,388345.543,"E01007301"
329235.109,393043.441,"E01007308"
328793.332,392678.835,"E01007309"
381364.758,422620.862,"E01033281"
389701.911,440775.755,"E01025206"
357004.854,431738.083,"E01025287"
389271.382,440315.517,"E01025207"
356512.618,430522.542,"E01025286"
381721.453,438139.294,"E01025204"
355964.085,430855.448,"E01025285"
302126.562,514127.219,"E01019266"
356763.219,430952.689,"E01025284"
301997.533,514740.212,"E01019267"
390294.024,445673.94,"E01025202"
357293.391,430902.808,"E01025283"
301189.158,515795.383,"E01019264"
388949.626,442226.064,"E01025203"
355826.575,436563.733,"E01025282"
301804.787,515221.551,"E01019265"
351649.714,437144.14,"E01025281"
298214.892,518475.203,"E01019262"
