"X","Y","MSOA2011"
509938.834,222963.023,"E02003269"
613858.61,242933.947,"E02006257"
614824.101,243991.495,"E02006254"
617760.186,243686.058,"E02006255"
618622.455,244458.18,"E02006252"
619486.486,244289.928,"E02006253"
615203.188,245229.209,"E02006250"
617389.694,244515.817,"E02006251"
618999.127,242604.186,"E02006258"
614752.199,242343.709,"E02006259"
585247.082,211763.608,"E02004556"
585946.158,208274.213,"E02004557"
543913.438,207548.719,"E02004554"
593422.008,211486.406,"E02004555"
543190.223,208368.613,"E02004552"
545277.833,207822.48,"E02004553"
544556.99,208660.081,"E02004550"
546981.614,208778.343,"E02004551"
595572.383,312827.62,"E02005506"
625365.47,309901.519,"E02005587"
598834.763,312064.121,"E02005507"
623338.447,310063.232,"E02005586"
589144.589,317871.816,"E02005504"
621856.259,310527.786,"E02005585"
598999.352,313751.757,"E02005505"
622670.383,311311.643,"E02005584"
585193.61,206742.518,"E02004558"
636752.759,319619.551,"E02005583"
584948.098,205977.669,"E02004559"
601738.725,319112.891,"E02005503"
637662.786,325367.569,"E02005582"
630225.429,325950.201,"E02005581"
592445.699,330112.864,"E02005580"
604592.108,311103.125,"E02005508"
620058.336,309217.603,"E02005589"
582019.718,308619.777,"E02005509"
618311.303,309301.716,"E02005588"
562941.6,195290.325,"E02004466"
558840.344,194771.77,"E02004467"
558901.459,199244.027,"E02004464"
564573.258,199280.274,"E02004465"
581895.861,214127.454,"E02004462"
579547.015,211876.223,"E02004463"
581702.76,215972.542,"E02004460"
580936.974,214810.44,"E02004461"
561465.361,194871.086,"E02004468"
558074.805,194276.994,"E02004469"
524877.869,270158.402,"E02003766"
511072.999,269562.509,"E02003767"
523091.632,272357.354,"E02003764"
531470.788,271842.73,"E02003765"
520348.146,271509.627,"E02003762"
531022.925,272997.705,"E02003763"
524386.754,273288.345,"E02003760"
525164.902,273081.099,"E02003761"
529863.084,270199.186,"E02003768"
519358.535,267345.726,"E02003769"
506553.987,238646.575,"E02003606"
499295.05,241034.622,"E02003607"
495418.253,241904.855,"E02003605"
516018.661,246349.722,"E02003602"
641050.921,295262.214,"E02005606"
519199.296,244761.39,"E02003603"
617885.565,292879.078,"E02005607"
516996.964,249219.385,"E02003600"
634566.608,300521.42,"E02005604"
522197.922,249295.15,"E02003601"
619544.264,299988.973,"E02005605"
626880.043,302090.454,"E02005602"
611847.738,301851.569,"E02005603"
604667.318,301951.098,"E02005600"
610908.971,302277.074,"E02005601"
518985.577,237613.456,"E02003608"
514119.888,238703.193,"E02003609"
629902.757,291136.832,"E02005608"
624373.023,283582.094,"E02005609"
517185.393,207231.337,"E02004936"
513715.965,206495.278,"E02004937"
516112.009,207409.342,"E02004934"
515129.25,207110.969,"E02004935"
514484.684,208453.496,"E02004932"
515971.994,208302.503,"E02004933"
517019.996,208945.251,"E02004931"
518250.43,206673.486,"E02004938"
516582.739,206135.002,"E02004939"
536673.665,207131.11,"E02004846"
536580.681,205037.129,"E02004847"
537796.691,209701.82,"E02004844"
537135.877,208734.011,"E02004845"
537345.211,210394.943,"E02004843"
534100.694,203979.946,"E02004848"
532440.168,203471.844,"E02004849"
638935.534,277597.735,"E02006316"
634123.692,288878.662,"E02006314"
649907.196,277743.074,"E02006315"
643860.822,289355.742,"E02006312"
652790.684,289348.351,"E02006313"
651320.695,290551.672,"E02006310"
642525.634,289797.868,"E02006311"
507752.503,221497.381,"E02003276"
508022.544,220685.109,"E02003277"
508273.013,222065.417,"E02003274"
509294.323,221781.83,"E02003275"
507308.18,222469.484,"E02003272"
510527.195,222125.996,"E02003273"
504799.358,222796.115,"E02003270"
511945.856,222498.895,"E02003271"
509139.386,220529.68,"E02003278"
583849.507,188994.487,"E02003279"
594713.862,250383.87,"E02006227"
583078.378,248414.486,"E02006228"
586448.798,245068.284,"E02006229"
601502.323,213036.497,"E02004526"
549990.701,205640.573,"E02004527"
596489.633,219012.463,"E02004524"
589450.494,216248.233,"E02004525"
603793.233,222649.061,"E02004522"
600121.81,222455.818,"E02004523"
598082.882,222897.794,"E02004520"
601342.977,223224.204,"E02004521"
599816.492,285800.982,"E02005516"
617670.66,310682.914,"E02005597"
586326.653,283740.363,"E02005517"
623234.89,306565.651,"E02005596"
579955.421,293824.536,"E02005514"
620956.944,306672.996,"E02005595"
606199.261,291469.365,"E02005515"
622442.559,307758.62,"E02005594"
539566.261,206498.804,"E02004528"
594954.329,298728.725,"E02005512"
558909.923,266984.567,"E02003739"
500715.322,222164.799,"E02003646"
501539.836,221868.404,"E02003647"
502059.979,223913.162,"E02003644"
503538.297,222456.296,"E02003645"
502625.12,224687.187,"E02003642"
493275.008,224500.803,"E02003643"
491240.514,225173.287,"E02003640"
490461.629,225184.223,"E02003641"
502936.14,221170.058,"E02003648"
502369.97,220796.402,"E02003649"
511179.428,196600.608,"E02004976"
510350.468,196016.222,"E02004977"
510055.433,197968.65,"E02004974"
509639.162,196951.868,"E02004975"
511618.513,198329.031,"E02004972"
510855.631,198233.971,"E02004973"
511913.78,199652.475,"E02004970"
510338.705,198994.392,"E02004971"
509780.39,195487.909,"E02004978"
511753.334,195020.054,"E02004979"
563960.037,263468.351,"E02006826"
566284.327,260950.757,"E02006825"
524161.953,201342.02,"E02004897"
525327.239,201383.959,"E02004896"
537590.601,211706.144,"E02004895"
532678.04,212300.376,"E02004894"
534358.502,212955.473,"E02004893"
531030.996,213073.267,"E02004892"
532295.062,213554.654,"E02004891"
535358.037,214744.502,"E02004890"
518584.697,200896.082,"E02004899"
526434.426,200954.183,"E02004898"
597959.422,262128.93,"E02006266"
614861.984,260810.258,"E02006267"
595672.281,265454.455,"E02006264"
606818.423,263259.467,"E02006265"
604662.928,274299.67,"E02006262"
624242.903,273556.033,"E02006263"
618254.764,242152.242,"E02006260"
614637.611,274264.491,"E02006261"
604609.491,257886.705,"E02006268"
603430.237,258843.423,"E02006269"
590499.366,186457.386,"E02003287"
582841.254,186528.663,"E02003286"
586463.913,186657.93,"E02003285"
589241.685,186742.971,"E02003284"
584883.734,187194.17,"E02003283"
586673.465,187435.484,"E02003282"
583766.191,187754.369,"E02003281"
586630.237,188364.135,"E02003280"
584445.734,186125.06,"E02003289"
587928.746,186385.481,"E02003288"
587796.413,191138.72,"E02004566"
580899.402,191778.467,"E02004567"
586485.272,192709.871,"E02004564"
584278.932,192628.879,"E02004565"
594978.517,196331.707,"E02004562"
581131.648,194747.404,"E02004563"
595865.719,200316.051,"E02004560"
588964.965,200841.095,"E02004561"
564218.204,321885.849,"E02005556"
562482.223,321205.271,"E02005557"
568833.895,330240.345,"E02005554"
564528.254,323399.006,"E02005555"
579620.233,191593.993,"E02004568"
580459.23,337026.679,"E02005552"
587240.755,190907.768,"E02004569"
567765.619,336652.613,"E02005553"
650914.999,303409.058,"E02005550"
567592.971,340800.684,"E02005551"
555873.731,320337.8,"E02005558"
563344.787,320200.126,"E02005559"
568677.023,208644.256,"E02004487"
570903.599,214469.209,"E02004485"
580909.713,183051.247,"E02004484"
579324.096,183054.096,"E02004483"
578433.715,183736.989,"E02004482"
580785.974,183885.529,"E02004481"
579296.8,184280.217,"E02004480"
574961.273,209325.897,"E02004489"
572154.278,209103.107,"E02004488"
525044.462,252156.12,"E02003787"
546538.114,252432.844,"E02003786"
550954.332,256555.8,"E02003785"
537101.649,257715.717,"E02003784"
542414.764,260958.213,"E02003783"
547631.065,262599.848,"E02003781"
544148.404,263141.881,"E02003780"
548759.163,249578.089,"E02003789"
542674.102,251097.97,"E02003788"
498934.091,220122.334,"E02003650"
506596.458,219248.671,"E02003651"
525619.378,225987.834,"E02004946"
526374.627,225480.024,"E02004947"
525189.701,226593.75,"E02004944"
523795.07,225789.373,"E02004945"
514324.425,203596.679,"E02004942"
512920.339,202713.885,"E02004943"
620036.126,307924.683,"E02005593"
604397.013,295030.808,"E02005513"
621668.562,308327.981,"E02005592"
590700.601,305266.654,"E02005510"
591828.965,300691.974,"E02005511"
622503.812,309054.923,"E02005590"
516973.753,250064.714,"E02003599"
587857.487,283701.657,"E02005518"
615195.744,304974.568,"E02005599"
586353.185,282427.979,"E02005519"
616703.485,307082.195,"E02005598"
578392.48,187766.228,"E02004476"
581409.965,187536.41,"E02004477"
579588.935,188868.878,"E02004474"
577004.479,188189.828,"E02004475"
562235.692,192130.23,"E02004472"
577250.17,189087.769,"E02004473"
559216.948,193193.811,"E02004470"
560058.043,192594.474,"E02004471"
580415.716,187319.055,"E02004478"
577300.08,186865.171,"E02004479"
544939.535,267585.117,"E02003776"
539413.593,266794.781,"E02003777"
516750.098,259277.306,"E02003774"
539974.485,270176.636,"E02003775"
517286.432,260244.948,"E02003772"
518672.281,259220.222,"E02003773"
520075.213,261298.565,"E02003770"
518786.291,260677.186,"E02003771"
549549.543,265746.414,"E02003778"
537965.225,263269.622,"E02003779"
502928.935,262245.445,"E02003616"
496098.874,255793.101,"E02003617"
502903.59,234779.243,"E02003614"
504597.814,233037.662,"E02003615"
521460.822,236557.182,"E02003612"
503533.89,235393.939,"E02003613"
503478.505,237579.566,"E02003610"
515997.663,236338.615,"E02003611"
615714.4,282742.301,"E02005610"
611643.25,280053.426,"E02005611"
502329.999,253337.09,"E02003618"
510332.398,252884.398,"E02003619"
525703.385,211812.31,"E02004987"
519922.256,196126.815,"E02004906"
524596.094,212256.632,"E02004986"
513494.898,195497.481,"E02004907"
523161.466,212485.523,"E02004985"
520678.153,196679.989,"E02004904"
526328.369,212696.119,"E02004984"
518286.807,195836.447,"E02004905"
525105.994,214012.628,"E02004983"
518723.775,197403.805,"E02004902"
523856.39,214300.627,"E02004982"
512396.421,197035.693,"E02004903"
522869.571,215342.836,"E02004981"
516178.517,199684.782,"E02004900"
524844.339,217556.124,"E02004980"
519293.683,197963.358,"E02004901"
521454.715,208747.44,"E02004989"
514643.981,194684.901,"E02004908"
524366.196,211277.312,"E02004988"
535716.529,241698.824,"E02004909"
506185.145,216102.824,"E02004856"
491674.3,211403.016,"E02004857"
536052.625,201366.088,"E02004854"
536263.043,200446.382,"E02004855"
536034.588,202446.238,"E02004852"
534686.814,202292.498,"E02004853"
536005.279,203447.835,"E02004850"
534227.827,203227.037,"E02004851"
492318.042,212159.31,"E02004858"
493346.603,211802.943,"E02004859"
516901.48,300690.173,"E02003245"
562523.325,222017.72,"E02004597"
570504.077,209382.465,"E02004486"
581829.332,190083.242,"E02004571"
519985.683,244209.83,"E02003604"
517202.443,209554.897,"E02004930"
555680.394,204432.386,"E02004529"
511350.868,183047.719,"E02000246"
513183.762,182916.72,"E02000247"
516060.596,183282.903,"E02000244"
517186.174,183743.256,"E02000242"
514745.609,183408.723,"E02000243"
513059.561,184839.843,"E02000240"
513624.414,184476.935,"E02000241"
518591.323,182523.753,"E02000248"
514389.982,182327.856,"E02000249"
515131.448,191035.759,"E02000437"
518334.746,191736.888,"E02000434"
516222.937,191811.012,"E02000435"
531142.106,187585.59,"E02000432"
517087.623,192527.891,"E02000433"
530414.895,188187.581,"E02000430"
528933.731,187693.541,"E02000431"
513433.577,191097.977,"E02000438"
519279.126,190880.457,"E02000439"
543422.222,181358.105,"E02000746"
540093.681,181137.447,"E02000747"
540506.016,181988.144,"E02000744"
541646.274,181678.102,"E02000745"
514638.338,175044.139,"E02000544"
516014.794,174921.062,"E02000545"
512831.017,175652.606,"E02000542"
513693.792,175310.089,"E02000543"
514744.161,176034.401,"E02000540"
511753.872,175931.641,"E02000541"
508849.535,173619.448,"E02000548"
511182.116,173515.853,"E02000549"
542786.596,183074.254,"E02000737"
540045.037,183570.995,"E02000734"
541021.956,183371.67,"E02000735"
541812.46,183626.247,"E02000732"
539376.086,183581.643,"E02000733"
540845.545,184060.342,"E02000730"
542325.929,183709.831,"E02000731"
541818.922,183017.223,"E02000738"
540506.279,182898.423,"E02000739"
530107.683,172252.446,"E02000646"
531279.401,171647.274,"E02000647"
531224.304,172473.549,"E02000644"
532117.352,172301.875,"E02000645"
531960.624,173307.657,"E02000642"
530416.172,172790.357,"E02000643"
529408.005,173557.352,"E02000640"
531164.37,173521.337,"E02000641"
532166.225,171374.065,"E02000648"
530041.4,171401.207,"E02000649"
526967.463,176385.568,"E02000926"
528334.091,175927.203,"E02000927"
528891.369,176829.103,"E02000924"
527656.554,176540.796,"E02000925"
539559.263,186007.457,"E02000922"
527544.724,176956.933,"E02000923"
537782.202,186592.362,"E02000920"
538872.11,186041.494,"E02000921"
521408.532,185836.874,"E02000106"
529575.402,183109.179,"E02000187"
523561.315,185642.345,"E02000107"
528978.34,183427.66,"E02000186"
518430.548,186204.389,"E02000104"
525796.355,183778.32,"E02000185"
517090.239,185798.522,"E02000105"
529314.619,183905.688,"E02000184"
521570.115,186592.287,"E02000102"
528182.293,184010.531,"E02000183"
522554.087,186402.701,"E02000103"
526635.235,184161.231,"E02000182"
516769.316,186862.609,"E02000100"
525803.358,184322.303,"E02000181"
523561.586,175706.555,"E02000928"
520036.618,186587.989,"E02000101"
529700.957,184494.626,"E02000180"
526785.053,175667.409,"E02000929"
516204.242,185567.707,"E02000108"
530652.561,182652.762,"E02000189"
519460.662,185246.1,"E02000109"
529038.225,182738.514,"E02000188"
535130.727,186834.26,"E02006918"
534782.085,182159.204,"E02000876"
536834.029,181922.713,"E02000877"
535199.92,182396.268,"E02000874"
537322.562,182236.287,"E02000875"
534072.486,182482.401,"E02000872"
535902.984,182524.793,"E02000873"
535452.658,182806.545,"E02000870"
537769.183,182628.163,"E02000871"
526327.946,188867.713,"E02000056"
523675.552,188715.996,"E02000057"
523219.088,189187.351,"E02000055"
526882.26,189729.614,"E02000052"
521401.177,189679.651,"E02000053"
526408.113,190629.36,"E02000050"
533983.431,181760.734,"E02000878"
524880.403,189971.235,"E02000051"
535471.019,181566.179,"E02000879"
524962.189,188622.684,"E02000058"
521939.727,188239.483,"E02000059"
535693.775,184226.044,"E02000366"
542509.918,182383.437,"E02000742"
539924.33,182145.87,"E02000743"
539619.85,182658.533,"E02000740"
541244.689,182737.945,"E02000741"
542417.007,181346.036,"E02000748"
540849.581,181270.88,"E02000749"
525837.156,180995.099,"E02000976"
529908.536,180719.877,"E02000977"
527140.156,181241.546,"E02000974"
526384.912,181043.7,"E02000975"
529145.037,181594.055,"E02000972"
525374.262,181342.769,"E02000973"
528384.289,181602.103,"E02000970"
538321.815,165982.457,"E02000156"
527598.786,181541.393,"E02000971"
544710.502,165803.367,"E02000157"
545996.255,166591.561,"E02000154"
547147.773,166561.945,"E02000155"
542808.138,167194.162,"E02000152"
539895.635,166722.074,"E02000153"
537018.216,167793.589,"E02000150"
540651.923,175056.703,"E02006927"
544832.597,167274.739,"E02000151"
542744.603,187762.299,"E02006924"
529577.269,179133.738,"E02000979"
542379.538,189196.704,"E02006925"
534537.322,186963.504,"E02006921"
547268.563,165628.873,"E02000158"
542456.59,165407.77,"E02000159"
537691.029,177666.647,"E02006928"
539655.528,178578.606,"E02006929"
547857.982,179365.443,"E02000066"
549123.038,178812.467,"E02000067"
524816.374,186329.34,"E02000064"
547670.783,180930.021,"E02000065"
523467.501,187001.52,"E02000062"
524104.679,186600.247,"E02000063"
524260.672,188044.891,"E02000060"
525104.059,187336.847,"E02000061"
550919.983,178451.612,"E02000068"
549969.644,178229.93,"E02000069"
534476.956,178627.783,"E02000816"
539126.156,193162.019,"E02000897"
535028.367,178723.347,"E02000817"
538827.618,194297.719,"E02000896"
536342.673,179307.974,"E02000814"
537836.716,194698.388,"E02000895"
532321.714,179213.021,"E02000815"
537538.413,178651.411,"E02000894"
532950.193,179368.137,"E02000812"
538495.191,178877.092,"E02000893"
535292.901,179432.644,"E02000813"
534108.602,179386.298,"E02000810"
538407.266,180372.045,"E02000891"
534772.742,180239.337,"E02000890"
532670.083,178664.208,"E02000818"
537312.961,192932.109,"E02000899"
533902.746,178446.355,"E02000819"
538182.314,193097.01,"E02000898"
534479.857,193073.763,"E02000306"
524028.142,177741.398,"E02000387"
532981.518,192957.313,"E02000307"
524725.342,177990.685,"E02000386"
530075.919,193334.59,"E02000304"
524329.162,178165.778,"E02000385"
531161.452,193150.797,"E02000305"
523153.389,178461.65,"E02000384"
532042.752,193408.733,"E02000302"
524370.988,178643.808,"E02000383"
533766.452,193357.985,"E02000303"
522259.215,178698.223,"E02000382"
534051.705,194200.682,"E02000300"
523836.501,179198.674,"E02000381"
535138.195,193748.956,"E02000301"
522933.871,179228.754,"E02000380"
529264.735,192264.967,"E02000308"
523616.315,177310.011,"E02000389"
534462.326,192222.264,"E02000309"
525112.275,177549.082,"E02000388"
516994.102,181051.962,"E02000256"
518257.735,181104.99,"E02000257"
513002.323,181470.271,"E02000254"
516272.924,181453.106,"E02000255"
520661.232,181642.511,"E02000252"
515478.327,181738.145,"E02000253"
517387.839,182139.593,"E02000250"
513589.497,182067.453,"E02000251"
520045.665,180976.993,"E02000258"
515430.049,180949.437,"E02000259"
531449.805,185115.812,"E02000566"
532689.089,184716.591,"E02000567"
530826.581,185372.233,"E02000564"
532955.601,185219.828,"E02000565"
532123.727,185760.329,"E02000562"
529977.034,185488.4,"E02000563"
530567.737,186198.049,"E02000560"
529694.991,185996.645,"E02000561"
530571.297,184681.51,"E02000568"
532021.645,184395.246,"E02000569"
531673.076,190327.145,"E02000406"
556017.407,185778.016,"E02000487"
533495.097,190261.001,"E02000407"
553176.112,186122.956,"E02000486"
531697.552,190813.4,"E02000404"
555099.059,186659.367,"E02000485"
529478.922,190549.945,"E02000405"
552283.455,187040.655,"E02000484"
532987.806,191078.991,"E02000402"
553849.545,187124.855,"E02000483"
531016.424,190978.626,"E02000403"
556621.292,187305.669,"E02000482"
529868.025,191160.969,"E02000400"
557534.004,187726.362,"E02000481"
532396.027,191116.68,"E02000401"
550325.666,187931.742,"E02000480"
534098.393,190274.182,"E02000408"
552378.71,185373.677,"E02000489"
532818.059,190183.029,"E02000409"
553473.242,185451.852,"E02000488"
544390.382,191215.335,"E02000756"
540144.523,190692.704,"E02000757"
541371.668,191923.911,"E02000754"
542267.207,191526.61,"E02000755"
546470.331,192337.074,"E02000752"
545484.106,192218.012,"E02000753"
542398.557,180115.631,"E02000750"
540556.053,192303.736,"E02000751"
536417.286,168612.09,"E02006787"
546019.069,177888.031,"E02006786"
542856.895,190454.732,"E02000758"
545784.384,176508.646,"E02006785"
541066.933,190446.071,"E02000759"
538982.517,171259.399,"E02006784"
539914.04,171813.65,"E02006783"
540355.694,171127.11,"E02006782"
542293.838,159008.126,"E02006789"
535000.884,167659.461,"E02006788"
537191.945,174850.539,"E02000666"
536592.495,174536.778,"E02000667"
538348.533,175132.387,"E02000664"
539197.704,174910.787,"E02000665"
536108.396,175620.759,"E02000662"
537571.23,175604.599,"E02000663"
537084.856,176044.937,"E02000660"
539400.631,175643.98,"E02000661"
539796.175,174219.885,"E02000668"
538790.147,174127.818,"E02000669"
526283.247,173136.329,"E02000946"
525255.72,173153.979,"E02000947"
524092.066,173609.22,"E02000944"
522256.604,173466.681,"E02000945"
524820.762,173877.727,"E02000942"
528447.945,173685.626,"E02000943"
525650.165,174232.026,"E02000940"
525190.796,183058.101,"E02000126"
526212.288,174030.554,"E02000941"
542342.114,172020.306,"E02000127"
524022.26,183158.052,"E02000124"
522991.744,183125.884,"E02000125"
523408.909,183845.085,"E02000122"
521735.419,183416.621,"E02000123"
524923.37,183883.165,"E02000120"
518129.419,183960.547,"E02000121"
528898.087,173018.671,"E02000948"
539670.18,178185.811,"E02006930"
538048.32,176933.221,"E02006931"
543772.564,171336.455,"E02000128"
547031.68,176404.601,"E02000077"
551321.607,176677.577,"E02000074"
548837.754,176670.055,"E02000075"
551988.193,177108.122,"E02000072"
547742.637,176947.397,"E02000073"
548434.502,177843.256,"E02000070"
549883.505,177255.578,"E02000071"
550617.22,176364.915,"E02000078"
548597.917,175525.555,"E02000079"
543168.621,179026.131,"E02000316"
530542.17,191307.872,"E02000397"
542520.123,178686.213,"E02000317"
525615.406,176049.036,"E02000396"
545552.776,180118.287,"E02000314"
524541.297,176163.703,"E02000395"
546792.66,179313.032,"E02000315"
526106.915,176351.802,"E02000394"
530536.106,192018.962,"E02000312"
524257.142,176754.424,"E02000393"
546936.938,180502.409,"E02000313"
524864.146,176804.248,"E02000392"
525615.003,176884.478,"E02000391"
531799.148,192140.472,"E02000311"
524449.729,177243.81,"E02000390"
545486.817,178582.632,"E02000318"
544805.66,178556.853,"E02000319"
534542.08,191189.664,"E02000398"
534866.536,162647.054,"E02000226"
536263.052,162640.16,"E02000227"
532465.702,162870.867,"E02000224"
538401.501,162740.967,"E02000225"
532987.229,163894.881,"E02000222"
537984.403,163388.206,"E02000223"
532588.032,164791.453,"E02000220"
531576.472,164203.988,"E02000221"
533518.002,161819.06,"E02000228"
538817.335,161778.818,"E02000229"
532359.784,182455.797,"E02000576"
524350.482,182031.034,"E02000577"
530960.627,183034.221,"E02000574"
531652.581,182462.997,"E02000575"
530664.092,183653.783,"E02000572"
531720.678,183462.223,"E02000573"
531198.392,184185.694,"E02000570"
532285.126,183853.489,"E02000571"
523497.928,181948.691,"E02000578"
523728.935,181398.247,"E02000579"
510364.938,189115.189,"E02000497"
530401.999,189394.891,"E02000416"
505267.982,190417.992,"E02000496"
528772.964,189251.054,"E02000417"
509807.186,190825.856,"E02000495"
533157.625,189767.612,"E02000414"
508893.377,191646.366,"E02000494"
531948.896,189604.534,"E02000415"
531169.334,189924.014,"E02000412"
552655.22,182094.487,"E02000493"
528036.105,189767.532,"E02000413"
553544.96,182864.844,"E02000492"
528705.006,190120.658,"E02000410"
551421.178,183226.935,"E02000491"
534468.139,190147.055,"E02000411"
552237.633,184259.163,"E02000490"
511337.96,187803.089,"E02000499"
529755.98,189185.603,"E02000418"
508339.826,188014.13,"E02000498"
531455.396,189157.038,"E02000419"
538416.749,183903.911,"E02000726"
541353.75,184262.866,"E02000727"
541688.89,184694.698,"E02000724"
539019.052,184595.632,"E02000725"
539688.616,184699.132,"E02000722"
542431.185,184701.677,"E02000723"
541111.193,185163.161,"E02000720"
540682.081,184771.735,"E02000721"
511572.252,185650.677,"E02006796"
542897.624,184195.728,"E02000728"
512630.313,187030.824,"E02006795"
540231.683,183944.788,"E02000729"
533769.047,191201.147,"E02006794"
533373.081,192178.692,"E02006793"
520156.763,178411.579,"E02006792"
520415.348,179194.396,"E02006791"
547488.708,186783.103,"E02006799"
536811.852,177305.487,"E02006798"
536197.287,172982.431,"E02000676"
538191.631,172908.763,"E02000677"
538934.454,173257.633,"E02000674"
540382.551,173265.937,"E02000675"
537386.531,173712.513,"E02000672"
535248.851,173536.165,"E02000673"
538134.028,173773.179,"E02000670"
536199.738,173772.593,"E02000671"
539766.676,172463.83,"E02000678"
535883.302,172376.326,"E02000679"
526976.979,171552.438,"E02000956"
527701.002,171070.522,"E02000957"
527839.768,172010.181,"E02000954"
527765.953,171694.923,"E02000955"
526387.245,172345.889,"E02000953"
524052.846,172932.346,"E02000950"
528127.487,172589.741,"E02000951"
545781.461,169466.025,"E02000136"
539024.757,169375.535,"E02000137"
540295.262,169983.316,"E02000134"
534980.59,169929.362,"E02000135"
537208.361,170175.709,"E02000132"
543082.51,169917.431,"E02000133"
535646.758,170587.088,"E02000130"
528776.705,171069.645,"E02000958"
534243.67,170365.839,"E02000131"
529262.617,170898.976,"E02000959"
537989.162,169498.255,"E02000138"
536092.826,169441.638,"E02000139"
536318.301,183167.545,"E02000866"
537133.189,183131.53,"E02000867"
536770.363,183631.645,"E02000864"
535051.685,183233.883,"E02000865"
529265.157,162250.566,"E02000863"
526937.433,162910.018,"E02000861"
525529.431,190836.181,"E02000046"
520362.273,190826.241,"E02000047"
520965.129,191509.841,"E02000044"
528299.441,191218.176,"E02000045"
526246.627,191945.325,"E02000042"
525215.719,191805.278,"E02000043"
534503.191,183039.866,"E02000868"
537176.591,179927.429,"E02006854"
519768.887,191959.308,"E02000041"
533835.931,182826.192,"E02000869"
537430.322,179510.986,"E02006853"
523877.78,190774.232,"E02000048"
521538.25,190731.795,"E02000049"
528927.245,159167.159,"E02000236"
531277.372,157742.683,"E02000237"
530552.439,159832.063,"E02000234"
532821.999,159682.429,"E02000235"
534711.527,160296.418,"E02000232"
531891.6,160242.235,"E02000233"
531586.729,161720.518,"E02000230"
530120.659,160901.2,"E02000231"
514592.407,185176.526,"E02000238"
515936.154,185019.343,"E02000239"
512690.971,174854.34,"E02000546"
509895.365,174136.588,"E02000547"
535026.188,183966.631,"E02000367"
534204.532,184645.131,"E02000364"
533533.627,184479.951,"E02000365"
536515.238,184853.343,"E02000362"
535569.176,184822.291,"E02000363"
534316.257,185334.434,"E02000360"
534937.606,184981.497,"E02000361"
534153.586,183711.165,"E02000368"
533273.035,183660.037,"E02000369"
527852.44,196737.124,"E02000287"
532890.512,167601.073,"E02000206"
531695.924,197055.923,"E02000286"
534414.67,167427.285,"E02000207"
533466.427,197350.377,"E02000285"
531065.817,167900.979,"E02000204"
532464.061,197400.674,"E02000284"
535885.589,197554.658,"E02000283"
531518.372,168335.322,"E02000202"
535164.447,197857.406,"E02000282"
532323.086,168155.62,"E02000203"
534129.681,197947.209,"E02000281"
533621.268,168696.19,"E02000200"
532580.93,198106.627,"E02000280"
534372.301,168455.997,"E02000201"
530302.264,196141.216,"E02000289"
531820.993,167121.14,"E02000208"
535206.102,196308.942,"E02000288"
530646.017,167007.921,"E02000209"
530511.282,186885.335,"E02000556"
529272.33,186548.472,"E02000557"
530235.131,187428.247,"E02000554"
529651.812,187177.171,"E02000555"
509823.492,172107.206,"E02000552"
511931.076,171527.928,"E02000553"
510151.219,173005.009,"E02000550"
512445.812,172406.782,"E02000551"
530953.786,186512.597,"E02000558"
531679.712,186206.394,"E02000559"
550509.46,191870.109,"E02000466"
553712.167,191797.961,"E02000467"
553728.261,192702.111,"E02000464"
554998.135,191929.863,"E02000465"
513835.328,185946.426,"E02000462"
512770.421,185821.572,"E02000463"
513295.169,186628.583,"E02000460"
515165.067,186682.394,"E02000461"
549600.666,191502.212,"E02000468"
553080.615,191117.186,"E02000469"
527363.804,168988.154,"E02000706"
519245.006,175806.225,"E02000787"
530076.687,168245.017,"E02000707"
521394.864,175898.585,"E02000786"
523271.817,169097.643,"E02000704"
519015.979,176594.764,"E02000785"
529567.663,169045.281,"E02000705"
522355.264,177206.236,"E02000784"
528816.613,169245.755,"E02000702"
544190.31,185166.557,"E02000783"
525123.393,169055.399,"E02000703"
543768.971,185615.602,"E02000782"
526630.949,169376.697,"E02000700"
545449.804,185984.902,"E02000781"
528115.705,169419.46,"E02000701"
544363.565,186161.704,"E02000780"
522777.817,168002.138,"E02000708"
518621.311,174834.191,"E02000789"
524233.458,168030.799,"E02000709"
520398.558,175444.53,"E02000788"
536757.086,176584.507,"E02000657"
536764.192,177845.711,"E02000654"
535702.277,177425.677,"E02000655"
529585.801,170127.461,"E02000652"
536304.769,178552.545,"E02000653"
533101.313,171136.673,"E02000650"
530268.261,170421.714,"E02000651"
535722.743,176589.841,"E02000658"
538474.752,176136.416,"E02000659"
524076.501,174514.148,"E02000936"
527527.275,174474.098,"E02000937"
526619.748,175082.99,"E02000934"
521758.424,174323.451,"E02000935"
524784.769,175085.776,"E02000932"
523070.587,175109.858,"E02000933"
527525.018,175616.548,"E02000930"
528029.051,175272.193,"E02000931"
522321.094,184716.918,"E02000116"
530460.618,169213.358,"E02000197"
521432.603,184270.975,"E02000117"
531201.902,169425.703,"E02000196"
522869.691,184673.86,"E02000114"
531945.262,170218.583,"E02000195"
524153.021,184624.42,"E02000115"
533166.466,170294.009,"E02000194"
518853.897,185056.895,"E02000112"
530247.084,181535.857,"E02000193"
520527.169,184782.156,"E02000113"
530979.295,182006.535,"E02000192"
522733.003,185255.299,"E02000110"
529507.265,182032.866,"E02000191"
522920.238,174308.274,"E02000938"
517744.158,185006.016,"E02000111"
