"X","Y","MSOA2011"
443919.387,395868.921,"E02001585"
437855.877,396176.8,"E02001584"
444669.305,396910.307,"E02001583"
443244.027,397289.1,"E02001582"
445584.161,398183.466,"E02001581"
445514.455,399254.533,"E02001580"
435875.165,411595.871,"E02001509"
440359.472,394381.282,"E02001588"
441487.524,432824.688,"E02002406"
425805.685,432864.454,"E02002407"
431605.594,433079.95,"E02002404"
421316.173,432974.838,"E02002405"
436808.103,433342.655,"E02002402"
440429.644,433121.575,"E02002403"
444723.789,410703.7,"E02002482"
427520.435,433415.828,"E02002400"
447231.19,410893.388,"E02002481"
434211.009,433226.088,"E02002401"
446401.559,411362.258,"E02002480"
422596.596,432782.099,"E02002408"
424854.042,433086.965,"E02002409"
488875.877,411581.445,"E02002756"
487937.859,411249.863,"E02002757"
477961.508,412751.539,"E02002754"
489095.118,412065.078,"E02002755"
510733.312,414775.152,"E02002752"
486998.247,412700.739,"E02002753"
507786.7,421538.675,"E02002750"
492473.689,418743.447,"E02002751"
489879.985,410393.528,"E02002758"
412399.413,490461.748,"E02005787"
500536.31,408034.489,"E02002759"
396489.18,491783.301,"E02005786"
418611.368,497722.625,"E02005785"
423893.601,498380.089,"E02005784"
417556,501511.33,"E02005783"
421033.851,508267.454,"E02005782"
431005.989,451118.68,"E02005781"
429485.751,453802.304,"E02005780"
480162.933,483832.313,"E02005789"
469801.586,486561.449,"E02005788"
508663.513,431024.608,"E02002666"
511034.043,430789.309,"E02002667"
511461.174,431870.972,"E02002664"
506793.349,431242.315,"E02002665"
512863.377,432168.322,"E02002662"
508392.911,431931.767,"E02002663"
514708.026,432457.216,"E02002660"
513936.08,432287.898,"E02002661"
513894.232,430834.698,"E02002668"
508056.658,430597.54,"E02002669"
452822.299,385634.14,"E02001606"
445978.51,385478.441,"E02001607"
443117.701,387962.149,"E02001604"
452199.071,386888.359,"E02001605"
441978.353,389968.566,"E02001602"
449265.429,388791.851,"E02001603"
444065.56,391372.363,"E02001600"
432211.882,380362.449,"E02001681"
445164.569,390394.077,"E02001601"
435468.548,380662.733,"E02001680"
446227.807,384536.722,"E02001608"
452282.562,384237.923,"E02001609"
419842.683,415198.512,"E02002316"
423302.304,433775.295,"E02002397"
412393.684,415150.353,"E02002317"
425843.177,433813.613,"E02002396"
416820.67,415402.248,"E02002314"
420440.157,434140.9,"E02002395"
411113.258,415451.631,"E02002315"
432459.917,434374.261,"E02002394"
415027.184,415708.165,"E02002312"
431432.799,434304.995,"E02002393"
413436.444,415627.3,"E02002313"
428920.574,434211.777,"E02002392"
416813.744,416225.017,"E02002310"
421709.103,434601.563,"E02002391"
410288.842,416009.765,"E02002311"
435409.952,434701.265,"E02002390"
414163.425,414679.514,"E02002318"
432893.999,433530.583,"E02002399"
408645.572,413996.224,"E02002319"
435540.311,433604.486,"E02002398"
414926.841,432418.673,"E02002226"
417305.31,432037.242,"E02002227"
418311.779,433293.674,"E02002224"
410133.741,432885.375,"E02002225"
412724.565,433508.775,"E02002222"
414692.101,433700.053,"E02002223"
418871.526,433898.106,"E02002220"
416767.536,433560.353,"E02002221"
418755.248,432108.959,"E02002228"
412200.299,431741.437,"E02002229"
438932.556,408503.19,"E02001516"
453590.719,392153.23,"E02001597"
436107.209,407747.461,"E02001517"
447984.136,392461.686,"E02001596"
441208.652,409548.361,"E02001514"
451932.036,392574.759,"E02001595"
434857.341,409499.057,"E02001515"
443319.351,392752.887,"E02001594"
432824.971,410269.008,"E02001512"
441332.649,392928.987,"E02001593"
431031.724,409800.509,"E02001513"
440063.97,393265.616,"E02001592"
436724.619,411162.269,"E02001510"
444218.612,393297.008,"E02001591"
439177.636,410548.254,"E02001511"
445213.965,393434.201,"E02001590"
434160.272,407531.145,"E02001518"
448653.829,391776.944,"E02001599"
437412.56,407441.381,"E02001519"
445227.01,391875.68,"E02001598"
438604.769,430449.745,"E02002416"
442247.406,430407.098,"E02002417"
429826.927,431561.664,"E02002414"
429727.46,430962.478,"E02002415"
426356.949,431754.343,"E02002412"
427139.676,432558.935,"E02002410"
429053.615,431913.869,"E02002411"
441260.539,430556.2,"E02002418"
428266.203,430424.861,"E02002419"
518169.55,414585.963,"E02002726"
527987.741,409862.333,"E02002727"
474784.113,423925.34,"E02002724"
464416.789,421854.607,"E02002725"
534263.617,427117.857,"E02002722"
473940.908,423967.933,"E02002723"
475032.278,425844.3,"E02002720"
476591.894,425720.665,"E02002721"
526222.856,409702.867,"E02002728"
489971.515,510247.834,"E02005797"
523896.149,409900.992,"E02002729"
478017.606,511037.159,"E02005796"
488963.106,511003.508,"E02005795"
471636.228,467912.083,"E02005794"
489670.39,473484.838,"E02005791"
462129.836,482324.412,"E02005790"
501874.18,489808.676,"E02005799"
493369.092,503353.028,"E02005798"
507535.047,429773.479,"E02002676"
511192.093,429436.405,"E02002677"
504893.207,429914.233,"E02002674"
508908.621,429873.685,"E02002675"
515093.691,430365.192,"E02002672"
511987.262,430225.203,"E02002673"
505748.943,430528.196,"E02002670"
512678.345,430550.333,"E02002671"
506701.352,429005.848,"E02002678"
505616.786,428702.06,"E02002679"
435695.039,393361.161,"E02001616"
437012.156,393188.355,"E02001617"
435127.953,396384.002,"E02001614"
433780.379,394026.171,"E02001615"
428243.775,397716.49,"E02001612"
433882.749,397168.676,"E02001613"
449304.397,382861.495,"E02001610"
426672.453,398199.103,"E02001611"
430802.258,392876.733,"E02001618"
434226.649,392703.49,"E02001619"
414711.079,430480.933,"E02002236"
413443.44,430504.455,"E02002237"
419265.773,431042.232,"E02002234"
416606.597,430902.139,"E02002235"
414164.473,431273.192,"E02002232"
415423.907,431262.757,"E02002233"
416054.132,431681.075,"E02002230"
413214.397,431559.64,"E02002231"
415525.918,430148.422,"E02002238"
418268.208,430063.143,"E02002239"
527684.102,408761.944,"E02002736"
528745.093,408735.492,"E02002737"
524817.35,409002.345,"E02002734"
530052.747,409112.117,"E02002735"
521287.809,409940.595,"E02002732"
525828.061,409155.765,"E02002733"
529181.266,409814.459,"E02002730"
528421.316,409502.143,"E02002731"
523774.818,408122.246,"E02002738"
530473.322,408118.028,"E02002739"
417149.543,444053.19,"E02002187"
403938.449,446154.707,"E02002186"
416416.977,446307.286,"E02002185"
412015.859,447774.929,"E02002184"
407965.172,449598.848,"E02002183"
405465.254,441942.091,"E02002189"
408318.227,442294.809,"E02002188"
504539.641,428505.611,"E02006814"
504779.182,427230.495,"E02006813"
502446.261,457903.944,"E02006892"
503472.108,458070.583,"E02006891"
432947.763,436418.086,"E02002366"
429666.553,436554.567,"E02002367"
435186.067,436721.149,"E02002364"
425641.563,437039.246,"E02002362"
430663.487,437011.9,"E02002363"
428794.396,437446.202,"E02002360"
431906.068,437064.834,"E02002361"
421040.159,436403.901,"E02002368"
434173.875,436209.555,"E02002369"
416699.951,436551.893,"E02002206"
423988.081,422256.737,"E02002287"
414868.232,436258.199,"E02002207"
422893.983,422495.762,"E02002286"
410600.89,436997.457,"E02002204"
420380.346,422864.648,"E02002285"
403529.833,437072.043,"E02002205"
425730.452,422903.23,"E02002284"
414359.938,437465.039,"E02002202"
424269.334,423303.915,"E02002283"
415885.137,437135.296,"E02002203"
423032.379,423648.743,"E02002282"
413347.922,437835.48,"E02002200"
421970.42,423884.754,"E02002281"
417932.079,437456.178,"E02002201"
423779.652,424007.484,"E02002280"
418087.626,436285.581,"E02002208"
423253.779,421197.624,"E02002289"
419016.2,435787.661,"E02002209"
425941.771,421485.645,"E02002288"
456744.88,400855.748,"E02001566"
455645.298,400654.903,"E02001567"
465178.469,401073.574,"E02001564"
461601.125,401788.133,"E02001562"
460957.517,401168.185,"E02001563"
457780.389,402756.461,"E02001560"
456555.833,401922.622,"E02001561"
448290.232,400348.521,"E02001568"
447035.346,400317.81,"E02001569"
428854.097,419273.247,"E02002466"
434151.975,419147.96,"E02002467"
442635.695,419925.475,"E02002464"
432099.819,419513.984,"E02002465"
427769.878,420177.603,"E02002462"
430989.561,419881.114,"E02002463"
445383.501,420797.209,"E02002460"
440767.324,421144.809,"E02002461"
429914.678,418236.078,"E02002468"
437982.551,418024.517,"E02002469"
417316.398,464590.996,"E02005766"
434422.542,458664.141,"E02005767"
431229.891,470563.809,"E02005764"
439623.577,466376.218,"E02005765"
430421.606,471670.497,"E02005762"
435442.153,471764.37,"E02005763"
450310.431,464015.176,"E02005760"
423324.814,475912.686,"E02005761"
428178.994,457615.885,"E02005768"
435311.972,457209.021,"E02005769"
505665.017,432552.311,"E02002706"
457982.321,451438.976,"E02002787"
492070.15,431313.439,"E02002707"
462198.617,451609.666,"E02002786"
518314.034,435015.884,"E02002704"
463335.151,451607.62,"E02002785"
503465.03,432723.472,"E02002705"
460383.264,451751.999,"E02002784"
503922.593,439424.776,"E02002702"
457285.718,452241.483,"E02002783"
502867.136,438030.592,"E02002703"
455841.245,454073.569,"E02002782"
503993.109,440130.482,"E02002700"
460928.862,452978.915,"E02002781"
478688.082,439196.491,"E02002701"
459924.008,453409.652,"E02002780"
504430.728,432613.449,"E02002708"
457015.175,450489.818,"E02002789"
484806.575,429903.135,"E02002709"
459157.157,451303.12,"E02002788"
443617.647,383694.84,"E02001666"
437941.352,383967.339,"E02001664"
432392.208,383752.712,"E02001665"
438841.235,384627.566,"E02001662"
435105.213,384256.993,"E02001663"
434174.653,384751.953,"E02001660"
436022.773,384738.614,"E02001661"
508233.217,433500.495,"E02002656"
509711.625,433259.065,"E02002657"
506741.757,433527.588,"E02002654"
511320.907,433676.844,"E02002655"
509512.433,435146.99,"E02002652"
434617.665,383135.771,"E02001669"
510234.072,434048.83,"E02002653"
511983.822,432960.029,"E02002658"
507120.961,432764.058,"E02002659"
411245.461,439105.506,"E02002197"
403302.541,439037.044,"E02002196"
415244.367,439676.498,"E02002195"
404775.437,439792.054,"E02002194"
405743.293,440011.2,"E02002193"
411536.239,440113.869,"E02002192"
405188.014,440967.581,"E02002191"
406625.873,441539.303,"E02002190"
417732.508,438405.594,"E02002199"
415580.884,438854.988,"E02002198"
432894.621,435575.262,"E02002376"
431745.852,435608.624,"E02002377"
426728.439,435684.603,"E02002374"
425082.917,435679.962,"E02002375"
427579.785,435936.937,"E02002373"
436604.858,436140.352,"E02002370"
430994.326,435799.44,"E02002371"
435255.464,435371.666,"E02002379"
415172.486,434628.606,"E02002216"
413468.081,418730.652,"E02002297"
417476.956,434405.173,"E02002217"
420182.379,419757.511,"E02002296"
418110.714,435202.504,"E02002214"
416008.725,419540.391,"E02002295"
414075.693,434606.413,"E02002215"
424472.55,420110.025,"E02002294"
412492.558,435326.715,"E02002212"
422227.41,420500.282,"E02002293"
406891.078,434876.343,"E02002213"
416240.097,420411.023,"E02002292"
416823.555,435402.825,"E02002210"
419684.626,420856.626,"E02002291"
413962.177,435349.971,"E02002211"
420669.004,421079.943,"E02002290"
411575.604,434304.407,"E02002218"
414999.687,418502.208,"E02002299"
413969.803,434026.493,"E02002219"
424846.614,418443.799,"E02002298"
465230.159,393858.719,"E02001576"
459192.878,393528.351,"E02001577"
462448.963,397983.876,"E02001574"
461337.912,397908.181,"E02001575"
453870.468,398547.011,"E02001572"
450601.728,398368.056,"E02001573"
450126.222,399254.278,"E02001570"
454346.193,400134.878,"E02001571"
441884.525,401305.994,"E02001578"
443744.076,400284.801,"E02001579"
441448.809,414749.489,"E02002476"
439076.996,414037.551,"E02002477"
432234.498,415980.424,"E02002474"
435181.777,416497.118,"E02002475"
427099.123,416796.357,"E02002472"
431197.912,416484.091,"E02002473"
434105.009,417476.14,"E02002470"
444191.784,416611.779,"E02002471"
448028.584,413564.224,"E02002478"
442946.291,412874.96,"E02002479"
445965.338,455514.175,"E02005776"
432146.218,454767.055,"E02005777"
432699.173,455920.053,"E02005774"
429988.92,455481.976,"E02005775"
435835.599,456330.654,"E02005772"
431042.811,456122.668,"E02005773"
430610.003,457104.897,"E02005770"
429020.815,456507.057,"E02005771"
421984.372,456165.37,"E02005778"
430416.045,454367.699,"E02005779"
520437.03,426868.015,"E02002716"
503548.957,426852.755,"E02002717"
526622.289,427124.237,"E02002714"
457374.262,446990.309,"E02002795"
494782.049,426953.866,"E02002715"
462229.304,449945.225,"E02002794"
518966.277,428866.594,"E02002712"
457506.13,449499.359,"E02002793"
459529.15,450141.516,"E02002792"
503319.57,429642.878,"E02002710"
467397.558,451578.723,"E02002791"
502138.541,429474.727,"E02002711"
460857.181,450652.875,"E02002790"
499051.865,426980.427,"E02002718"
502815.235,426627.957,"E02002719"
433932.669,381848.553,"E02001676"
435579.681,382865.506,"E02001674"
443277.971,381946.964,"E02001675"
438607.26,382991.758,"E02001672"
444382.094,382777.464,"E02001673"
437099.505,383026.172,"E02001670"
441814.182,383038.06,"E02001671"
431014.133,380943.85,"E02001678"
434312.276,380933.692,"E02001679"
428716.671,435679.726,"E02006861"
436890.741,386855.13,"E02006868"
440227.408,383541.687,"E02006869"
503832.668,484058.705,"E02005806"
498943.549,484623.124,"E02005807"
504073.516,487606.867,"E02005804"
505402.306,484266.888,"E02005805"
503442.442,488518.434,"E02005802"
502861.027,487803.301,"E02005803"
504117.514,489042.582,"E02005800"
502783.476,489260.373,"E02005801"
511116.838,480340.54,"E02005808"
448233.851,443202.668,"E02005809"
425059.167,439408.933,"E02002346"
429645.899,439284.919,"E02002347"
431340.703,439821.686,"E02002344"
427278.555,439612.363,"E02002345"
425098.285,440303.129,"E02002342"
420841.254,440016.935,"E02002343"
429433.572,440353.625,"E02002341"
426019.713,439002.123,"E02002348"
432495.895,438872.316,"E02002349"
394296.546,423791.973,"E02002265"
454292.972,509003.9,"E02005750"
433552.648,428428.607,"E02002429"
448482.379,393340.54,"E02001589"
442654.838,381074.836,"E02006803"
460480.8,401242.667,"E02001565"
421122.603,441164.001,"E02002340"
541782.974,365261.907,"E02005436"
556472.358,363390.467,"E02005437"
526116.456,369482.015,"E02005434"
556093.891,364800.021,"E02005435"
534945.734,372092.83,"E02005432"
555684.533,371933.871,"E02005433"
517608.65,377354.427,"E02005430"
545518.81,375821.63,"E02005431"
555718.565,363446.324,"E02005438"
521661.125,358551.086,"E02005439"
431729.7,319287.671,"E02006920"
406564.668,380534.859,"E02006872"
438185.275,330608.993,"E02002826"
456646.97,308673.92,"E02002827"
434454.098,331689.509,"E02002824"
437287.372,331000.54,"E02002825"
433671.702,332412.804,"E02002822"
438729.38,332372.627,"E02002823"
438004.293,333341.785,"E02002820"
436776.268,333056.707,"E02002821"
447965.265,334864.524,"E02004087"
442190.258,334760.135,"E02004086"
447515.032,336504.657,"E02004085"
461317.541,308070.419,"E02002828"
465058.828,359033.61,"E02005897"
445483.884,340282.509,"E02004084"
458213.907,307634.028,"E02002829"
483287.294,361604.131,"E02005896"
447155.091,340577.931,"E02004083"
475990.086,363996.866,"E02005895"
443185.73,341661.708,"E02004082"
461556.699,365758.942,"E02005894"
437736.071,341447.219,"E02004081"
460916.021,298160.63,"E02005416"
495216.921,389769.69,"E02005496"
539969.306,347948.725,"E02005417"
481338.079,390235.892,"E02005495"
460297.42,299091.383,"E02005414"
510870.222,389210.069,"E02005494"
458875.944,298498.591,"E02005415"
485100.848,395664.198,"E02005493"
462525.919,299954.311,"E02005412"
511193.685,401681.454,"E02005492"
501879.917,307360.136,"E02005491"
502717.705,307933.633,"E02005490"
501646.536,379997.363,"E02005499"
531830.834,344454.404,"E02005418"
485834.645,381803.086,"E02005498"
532913.192,344160.06,"E02005419"
474872.404,258615.686,"E02005676"
476549.481,260806.52,"E02005674"
473639.602,259112.651,"E02005675"
476004.495,261135.439,"E02005672"
473842.778,260861.215,"E02005673"
475117.658,261330.109,"E02005670"
476952.745,261275.976,"E02005671"
472667.591,259045.089,"E02005678"
475177.58,257162.526,"E02005679"
450406.863,343344.142,"E02006906"
457689.468,339471.798,"E02006904"
457208.313,338474.325,"E02006905"
459288.637,380591.98,"E02006903"
461652.159,349408.56,"E02005866"
450048.052,334770.419,"E02005864"
456022.751,354424.602,"E02005865"
450884.951,335939.046,"E02005862"
451789.368,335962.315,"E02005863"
453079.732,336801.68,"E02005860"
453631.229,336056.404,"E02005861"
458839.73,346320.352,"E02005868"
459095.012,345599.537,"E02005869"
458595.474,303610.049,"E02006850"
458905.907,304300.336,"E02006851"
433789.55,336435.46,"E02002806"
452976.179,341192.953,"E02002887"
438483.246,336282.896,"E02002807"
454618.43,341263.673,"E02002886"
432288.338,336685.782,"E02002804"
455701.956,341347.848,"E02002885"
440387.26,336458.641,"E02002805"
456379.494,341769.634,"E02002884"
436912.183,337242.737,"E02002802"
458789.486,341763.583,"E02002883"
434822.239,336911.716,"E02002803"
457384.299,341932.964,"E02002882"
434562.842,337738.361,"E02002800"
452023.191,342182.276,"E02002881"
438060.192,337637.808,"E02002801"
453697.064,342417.933,"E02002880"
434432.146,335695.36,"E02002808"
456485.855,340619.292,"E02002889"
440376.203,335554.57,"E02002809"
458474.144,340924.481,"E02002888"
488587.954,278084.23,"E02005646"
487216.549,277249.026,"E02005647"
487148.884,279107.447,"E02005644"
486326.684,278430.473,"E02005645"
486879.752,280359.144,"E02005642"
487820.038,279516.421,"E02005643"
480305.567,283441.542,"E02005640"
481783.887,281151.231,"E02005641"
489109.135,276796.683,"E02005648"
489113.135,274805.959,"E02005649"
455348.99,326259.747,"E02005920"
463122.239,300625.881,"E02006911"
429445.958,318471.616,"E02006919"
439429.673,369763.704,"E02004066"
437909.812,369594.438,"E02004067"
437766.605,371150.084,"E02004064"
461912.81,342238.58,"E02005876"
436137.443,369966.031,"E02004065"
459785.273,341817.2,"E02005877"
435789.663,372381.992,"E02004062"
459613.71,342987.73,"E02005874"
436626.233,371346.12,"E02004063"
460845.154,342673.212,"E02005875"
442219.073,373007.352,"E02004060"
464148.928,344123.766,"E02005872"
437788.686,372607.991,"E02004061"
458801.262,344145.477,"E02005873"
457916.795,345329.38,"E02005870"
459936.183,345292.592,"E02005871"
420011.972,378976.848,"E02004068"
422706.505,372279.431,"E02004069"
460918.828,341242.151,"E02005878"
462049.001,340927.565,"E02005879"
454329.292,305903.169,"E02006820"
432248.583,333541.829,"E02002816"
451767.887,339308.736,"E02002897"
433552.591,333545.426,"E02002817"
458781.657,339724.467,"E02002896"
430945.445,334282.835,"E02002814"
456130.779,339918.757,"E02002895"
434891.953,334162.159,"E02002815"
453489.571,340237.157,"E02002894"
433485.134,334760.432,"E02002812"
455327.647,340362.757,"E02002893"
435589.487,334663.714,"E02002813"
451365.955,340474.798,"E02002892"
430842.592,335309.738,"E02002810"
459793.156,340594.269,"E02002891"
445719.876,343118.378,"E02006828"
434862.204,334851.02,"E02002811"
457573.046,340534.253,"E02002890"
434719.127,333396.352,"E02002818"
453604.551,338317.145,"E02002899"
438957.323,333303.137,"E02002819"
455548.523,339193.081,"E02002898"
454952.143,308882.04,"E02005366"
459379.572,309469.757,"E02005364"
461468.03,309117.909,"E02005365"
462985.339,311252.351,"E02005362"
459046.537,309621.311,"E02005363"
454549.453,312592.748,"E02005360"
461901.003,311295.718,"E02005361"
475871.275,300358.313,"E02005368"
467773.738,294508.222,"E02005369"
541106.184,324995.086,"E02005466"
535835.459,324879.475,"E02005467"
514046.678,344059.826,"E02005464"
522516.507,332811.003,"E02005465"
506890.002,345652.639,"E02005462"
505802.589,345259.925,"E02005463"
504329.539,351124.463,"E02005460"
506038.504,348430.654,"E02005461"
531008.479,324045.45,"E02005468"
523611.248,325231.111,"E02005469"
485424.03,264029.651,"E02005700"
491061.635,263090.513,"E02005701"
480241.086,263539.358,"E02005656"
474649.741,263364.813,"E02005657"
480980.939,264225.519,"E02005654"
478262.453,263679.094,"E02005655"
474623.312,264363.836,"E02005652"
479510.632,264325.102,"E02005653"
475645.619,264509.859,"E02005650"
477671.802,264376.445,"E02005651"
475591.223,263158.371,"E02005658"
478472.495,262609.102,"E02005659"
429566.517,319414.83,"E02004126"
430017.539,320799.932,"E02004124"
428698.3,320592.412,"E02004125"
430434.931,326833.546,"E02004122"
438362.861,325389.064,"E02004123"
433360.986,330833.94,"E02004120"
441229.857,329714.011,"E02004121"
427677.745,316483.559,"E02004128"
418384.882,346077.436,"E02004076"
417669.297,338928.249,"E02004077"
428599.889,353862.88,"E02004074"
420748.528,349895.587,"E02004075"
459200.695,378725.359,"E02005846"
429871.5,360917.155,"E02004072"
458402.766,378446.038,"E02005847"
429797.699,359494.165,"E02004073"
469986.091,379890.299,"E02005844"
421164.579,367750.487,"E02004070"
427023.481,363358.772,"E02004071"
471056.388,380945.572,"E02005842"
457206.441,380947.95,"E02005843"
458156.187,381329.764,"E02005840"
446448.664,343803.707,"E02004078"
456591.093,345731.346,"E02006834"
456366.219,346662.981,"E02006835"
474556.308,373076.961,"E02005849"
453939.888,284786.499,"E02005376"
448722.111,309815.812,"E02005377"
473381.525,287424.143,"E02005374"
473979.46,286757.507,"E02005375"
455339.34,288198.876,"E02005372"
472626.545,287568.818,"E02005373"
452891.401,292469.801,"E02005370"
465090.077,292835.744,"E02005371"
452632.925,307106.571,"E02005378"
451564.588,306012.598,"E02005379"
493541.37,346678.451,"E02005476"
487254.062,339717.836,"E02005477"
524275.98,310598.752,"E02005475"
546024.408,321793.773,"E02005472"
523631.373,321963.448,"E02005473"
524230.205,323106.186,"E02005470"
525589.915,322797.334,"E02005471"
492225.995,336868.209,"E02005478"
490418.354,336496.566,"E02005479"
456825.068,261808.136,"E02005626"
462958.303,259914.621,"E02005627"
457237.316,264172.792,"E02005624"
456770.467,262883.557,"E02005625"
464909.712,268887.312,"E02005622"
478284.738,266479.254,"E02005623"
474673.917,270507.467,"E02005620"
455614.753,270070.031,"E02005621"
453699.005,253126.592,"E02005628"
500894.819,297538.239,"E02005629"
473569.262,340618.148,"E02005906"
470038.092,339761.006,"E02005907"
477301.718,351918.731,"E02005904"
467120.062,346514.111,"E02005905"
479386.772,352386.684,"E02005902"
481564.473,351739.703,"E02005903"
469974.626,354105.453,"E02005900"
480617.322,353261.713,"E02005901"
465128.346,339476.489,"E02005908"
459228.701,337886.845,"E02005909"
498109.777,304907.605,"E02002866"
486573.92,299952.637,"E02002867"
484938.585,309345.211,"E02002864"
486103.193,308873.778,"E02002865"
457543.157,299365.165,"E02002862"
491650.745,313681.463,"E02002863"
457470.737,300589.028,"E02002860"
458692.324,300400.331,"E02002861"
451989.252,375870.698,"E02004046"
452453.902,374448.676,"E02004047"
433968.413,343129.044,"E02004044"
448814.147,375880.622,"E02004045"
455446.681,346072.65,"E02002868"
451020.169,338212.939,"E02005856"
453904.704,345841.639,"E02002869"
449099.064,338104.516,"E02005857"
438619.639,345562.537,"E02004043"
442917.625,346764.188,"E02004040"
444170.666,346362.333,"E02004041"
447833.348,346072.924,"E02005852"
450238.848,345023.012,"E02005853"
447136.216,347468.49,"E02005850"
446605.523,346580.597,"E02005851"
446926.01,371118.317,"E02004048"
447777.3,369884.059,"E02004049"
442843.489,378978.653,"E02006804"
452511.182,337654.696,"E02005858"
449112.696,336872.4,"E02005859"
453913.001,320054.748,"E02005346"
452834.968,319837.841,"E02005347"
448776.885,294207.93,"E02005344"
451209.287,320935.304,"E02005345"
453023.722,295794.377,"E02005342"
458126.938,295577.73,"E02005343"
456880.604,297446.4,"E02005340"
455894.202,296860.311,"E02005341"
451174.606,319820.92,"E02005348"
447472.63,319340.359,"E02005349"
496957.775,371476.309,"E02005446"
497544.909,370267.484,"E02005447"
497450.197,372423.193,"E02005444"
497513.476,373627.104,"E02005442"
499618.849,373258.562,"E02005443"
549385.154,358652.265,"E02005440"
533052.202,355264.169,"E02005441"
493025.888,369760.679,"E02005448"
496568.628,369843.188,"E02005449"
496092.433,266703.375,"E02005637"
494419.593,270566.879,"E02005634"
495884.876,268926.997,"E02005635"
498109.556,274862.498,"E02005632"
499596.761,272791.489,"E02005633"
504068.972,288387.123,"E02005630"
499787.335,278891.404,"E02005631"
495773.662,265670.323,"E02005638"
486337.844,283659.006,"E02005639"
438484.062,379430.706,"E02004106"
405679.934,372237.317,"E02004104"
457212.966,333261.004,"E02005916"
445568.345,380630.291,"E02004105"
461597.509,331848.287,"E02005917"
405964.442,373645.301,"E02004102"
464932.092,334843.412,"E02005914"
406720.347,373258.401,"E02004103"
468651.975,335144.488,"E02005915"
401362.965,381038.951,"E02004100"
457411.924,335991.471,"E02005912"
459256.072,335825.36,"E02005913"
458448.269,337247.482,"E02005910"
460022.833,336725.151,"E02005911"
435747.465,378648.789,"E02004108"
433443.847,378289.6,"E02004109"
461520.582,331077.259,"E02005918"
454577.009,343166.43,"E02002876"
457462.499,342946.421,"E02002877"
457304.681,343919.785,"E02002874"
455354.418,343827.342,"E02002875"
453260.079,344726.814,"E02002872"
456137.663,344552.447,"E02002873"
454579.781,344888.44,"E02002871"
443847.216,374746.279,"E02004056"
440851.513,374266.296,"E02004057"
445195.202,355624.893,"E02004054"
452959.544,342793.827,"E02002878"
449907.041,356487.784,"E02005826"
438777.888,374945.119,"E02004055"
456133.035,342698.911,"E02002879"
449652.653,356091.992,"E02005827"
444011.229,360433.444,"E02004052"
448447.934,358513.643,"E02005824"
444243.802,356640.934,"E02004053"
451274.124,356430.28,"E02005825"
452061.534,368060.021,"E02004050"
450331.365,359305.061,"E02005822"
452306.118,367401.032,"E02004051"
449267.558,358925.721,"E02005823"
449971.427,360152.994,"E02005820"
446988.802,359106.377,"E02005821"
465035.306,304432.948,"E02006816"
459446.741,301129.325,"E02006817"
437092.611,373605.742,"E02004058"
439910.805,373275.824,"E02004059"
464086.483,305286.166,"E02006815"
450162.244,353946.551,"E02005828"
446968.238,353138.257,"E02005829"
460576.843,299800.37,"E02006818"
454886.029,305105.55,"E02006819"
456120.133,316559.158,"E02005356"
460580.562,315286.199,"E02005357"
452629.518,317689.621,"E02005354"
457854.867,317548.403,"E02005355"
460821.66,319494.551,"E02005352"
453801.351,318258.498,"E02005353"
448191.188,319125.729,"E02005350"
451711.21,318934.139,"E02005351"
458147.341,313986.736,"E02005358"
464174.846,312982.108,"E02005359"
504130.07,372728.356,"E02005502"
489762.628,375745.03,"E02005500"
501406.919,375427.462,"E02005501"
497712.375,365513.472,"E02005456"
506302.778,363085.502,"E02005457"
490457.953,365145.986,"E02005455"
496045.524,367545.192,"E02005452"
501420.493,369122.59,"E02005453"
493836.261,369459.539,"E02005450"
495927.876,368759.354,"E02005451"
498340.648,357291.808,"E02005458"
512770.269,355782.575,"E02005459"
463472.419,243934.002,"E02005687"
450151.191,242467.359,"E02005686"
469438.96,248052.851,"E02005685"
467219.897,249851.057,"E02005684"
475879.537,252761.682,"E02005683"
482334.773,258241.606,"E02005682"
468146.713,257761.989,"E02005681"
476544.181,256652.337,"E02005680"
458324.67,238026.149,"E02005689"
476350.389,240380.492,"E02005688"
439636.144,363208.636,"E02004116"
439988.736,359294.124,"E02004117"
438222.207,366209.412,"E02004114"
440952.925,364460.533,"E02004115"
436162.723,368579.717,"E02004112"
441406.383,366023.514,"E02004113"
435092.196,377952.856,"E02004110"
441354.711,370850.773,"E02004111"
421759.577,330644.65,"E02004118"
425066.323,330377.161,"E02004119"
456504.74,304410.866,"E02002846"
461104.573,304190.798,"E02002847"
459908.541,304623.9,"E02002844"
462049.859,304536.217,"E02002845"
457521.779,304941.616,"E02002842"
460544.287,304933.973,"E02002843"
460229.848,303902.066,"E02002848"
477184.081,389881.399,"E02005836"
457496.094,303844.002,"E02002849"
467623.772,387829.884,"E02005837"
452484.82,348028.566,"E02005834"
462395.643,391792.565,"E02005835"
453445.989,349108.977,"E02005832"
451953.321,348749.05,"E02005833"
445583.172,351467.052,"E02005830"
441518.921,355692.987,"E02004029"
458564.322,385278.272,"E02005838"
469822.326,381998.475,"E02005839"
533684.363,387873.569,"E02005426"
533098.362,387321.636,"E02005427"
529724.424,401224.28,"E02005424"
539462.412,394324.828,"E02005425"
523965.873,340160.595,"E02005422"
